cell,integration_cluster,cell_type,sample_type
X201474295384811.N,11,cDC1,N
X201474295851437.N,4,Pro-angiogenesis Macrophage,N
X201474310367021.N,4,Pro-angiogenesis Macrophage,N
X201474310588317.N,3,Pro-angiogenesis Macrophage,N
X201474310782325.N,0,T regulatory cells,N
X201474341727012.N,0,Blood Cell,N
X201474341788070.N,4,Macrophage,N
X201523553299316.N,0,Effector/Memory CD4+ T cells,N
X201523554011884.N,0,Naive CD4+ T cells,N
X201523567946468.N,6,Natural killer cell,N
X201523568207708.N,2,Pro-angiogenesis Macrophage,N
X201523568753446.N,6,Natural killer cell,N
X201523581016355.N,3,Pro-angiogenesis Macrophage,N
X201523581306678.N,2,Macrophage,N
X201523581315373.N,6,Natural killer cell,N
X201523581376862.N,7,Pro-angiogenesis Macrophage,N
X201523599361950.N,0,Effector/Memory CD4+ T cells,N
X201523599927659.N,2,Pro-angiogenesis Macrophage,N
X201523600148379.N,2,Pro-angiogenesis Macrophage,N
X201585845189046.N,11,Pro-angiogenesis Macrophage,N
X201585845463907.N,2,Pro-angiogenesis Macrophage,N
X201585857547118.N,0,Naive CD4+ T cells,N
X201585876449126.N,2,Phagocytosis Macrophage,N
X201585876655523.N,3,Pro-angiogenesis Macrophage,N
X201585876920054.N,3,Pro-angiogenesis Macrophage,N
X201595540158701.N,2,Pro-angiogenesis Macrophage,N
X201595540588445.N,6,Natural killer cell,N
X201595540626852.N,4,Blood Cell,N
X201670655949557.N,3,Pro-angiogenesis Macrophage,N
X201670656485604.N,2,Pro-angiogenesis Macrophage,N
X201670670870379.N,2,Pro-angiogenesis Macrophage,N
X201670683946405.N,1,Effector/Memory CD8+ T cells,N
X201670702323422.N,0,Effector/Memory CD4+ T cells,N
X201670702816043.N,6,Natural killer cell,N
X204213411231533.N,2,Pro-angiogenesis Macrophage,N
X204213411342171.N,2,Pro-angiogenesis Macrophage,N
X204213411572014.N,2,Pro-angiogenesis Macrophage,N
X204213411593011.N,0,Effector/Memory CD4+ T cells,N
X204213425916852.N,0,Effector/Memory CD4+ T cells,N
X204213425989534.N,4,Pro-angiogenesis Macrophage,N
X204213438791022.N,2,Pro-angiogenesis Macrophage,N
X204213456910262.N,1,Effector/Memory CD4+ T cells,N
X204213457149219.N,1,Effector/Memory CD4+ T cells,N
X204213457414435.N,3,Pro-angiogenesis Macrophage,N
X204213457669355.N,6,Natural killer cell,N
X204224148135195.N,1,Natural killer cell,N
X204224148236060.N,3,Pro-angiogenesis Macrophage,N
X204224148650405.N,0,Blood Cell,N
X204224148949405.N,0,Effector/Memory CD4+ T cells,N
X204224163076453.N,3,Pro-angiogenesis Macrophage,N
X204224163364212.N,2,Pro-angiogenesis Macrophage,N
X204224175754670.N,6,Natural killer cell,N
X204224175926173.N,4,Pro-angiogenesis Macrophage,N
X204224176187107.N,3,Pro-angiogenesis Macrophage,N
X204224195152667.N,2,Pro-angiogenesis Macrophage,N
X204351789185374.N,6,Natural killer cell,N
X204351789549878.N,2,Pro-angiogenesis Macrophage,N
X204351790041445.N,1,Natural killer cell,N
X204351803865452.N,8,Lung Cancer Cell,N
X204351816813998.N,4,Pro-angiogenesis Macrophage,N
X204351816972139.N,2,Macrophage,N
X204351816976620.N,7,Pro-angiogenesis Macrophage,N
X204351817246966.N,0,Effector/Memory CD4+ T cells,N
X204351835401644.N,6,Natural killer cell,N
X204351835663782.N,0,Naive CD4+ T cells,N
X204351835920605.N,1,Effector/Memory CD4+ T cells,N
X204358231674078.N,6,Natural killer cell,N
X204358231702755.N,6,Natural killer cell,N
X204358231714140.N,3,Pro-angiogenesis Macrophage,N
X204358232165742.N,6,Natural killer cell,N
X204358232230197.N,0,Effector/Memory CD8+ T cells,N
X204358232501156.N,6,Natural killer cell,N
X204358246316971.N,0,Blood Cell,N
X204358246873956.N,0,Effector/Memory CD4+ T cells,N
X204358247110884.N,6,Natural killer cell,N
X204358258904307.N,7,Pro-inflammatory Macrophage,N
X204358259764059.N,7,Pro-angiogenesis Macrophage,N
X204358278667493.N,2,Pro-angiogenesis Macrophage,N
X204359574183196.N,3,Pro-angiogenesis Macrophage,N
X204359589095326.N,2,Pro-angiogenesis Macrophage,N
X204359589353716.N,1,Effector/Memory CD8+ T cells,N
X204359589382885.N,13,Lung Cancer Cell,N
X204359601085725.N,3,Pro-angiogenesis Macrophage,N
X204359601110325.N,2,Pro-angiogenesis Macrophage,N
X204359601445302.N,3,Pro-angiogenesis Macrophage,N
X204359601962205.N,0,Blood Cell,N
X204359601965806.N,0,Effector/Memory CD4+ T cells,N
X204360528291699.N,0,Naive CD4+ T cells,N
X204360528324444.N,7,Macrophage,N
X204360528550747.N,0,Effector/Memory CD4+ T cells,N
X204360528578278.N,0,Effector/Memory CD4+ T cells,N
X204360540941557.N,0,Effector/Memory CD4+ T cells,N
X204360541125987.N,0,Effector/Memory CD4+ T cells,N
X204360541138163.N,4,Pro-angiogenesis Macrophage,N
X204360541486499.N,6,Natural killer cell,N
X204360559577014.N,3,Pro-angiogenesis Macrophage,N
X204360559586155.N,13,Lung Cancer Cell,N
X204360560044958.N,0,Effector/Memory CD4+ T cells,N
X204403329067230.N,8,Lung Cancer Cell,N
X204403329583910.N,1,Effector/Memory CD8+ T cells,N
X204403329657692.N,3,Pro-angiogenesis Macrophage,N
X204403343800739.N,2,Pro-angiogenesis Macrophage,N
X204403344365483.N,0,Blood Cell,N
X204403375271195.N,3,Pro-angiogenesis Macrophage,N
X204403375463267.N,0,Effector/Memory CD8+ T cells,N
X204403375820197.N,4,Pro-angiogenesis Macrophage,N
X204427085340075.N,7,Pro-inflammatory Macrophage,N
X204427085670254.N,2,Pro-angiogenesis Macrophage,N
X204427100338462.N,2,Pro-angiogenesis Macrophage,N
X204427112607030.N,3,Pro-angiogenesis Macrophage,N
X204427113418014.N,7,Pro-angiogenesis Macrophage,N
X204427131501356.N,3,Pro-angiogenesis Macrophage,N
X204756739344813.N,6,Natural killer cell,N
X204756751903667.N,8,Any Cell,N
X204756752124214.N,1,Effector/Memory CD8+ T cells,N
X204756752222051.N,0,Blood Cell,N
X204756770314670.N,3,Pro-angiogenesis Macrophage,N
X204756771006830.N,2,Pro-angiogenesis Macrophage,N
X204762093046061.N,7,Pro-inflammatory Macrophage,N
X204762093108659.N,2,Macrophage,N
X204762107465069.N,0,Effector/Memory CD4+ T cells,N
X204762107795171.N,0,Effector/Memory CD4+ T cells,N
X204762120833780.N,7,Pro-inflammatory Macrophage,N
X204762120907556.N,0,Blood Cell,N
X204762138925427.N,4,Macrophage,N
X204762138986931.N,3,Pro-angiogenesis Macrophage,N
X204763032664286.N,1,Effector/Memory CD8+ T cells,N
X204763032832869.N,2,Pro-angiogenesis Macrophage,N
X204763032873828.N,7,Pro-angiogenesis Macrophage,N
X204763047258987.N,3,Pro-angiogenesis Macrophage,N
X204763047574251.N,7,Macrophage,N
X204763060095212.N,2,Pro-angiogenesis Macrophage,N
X204765448230621.N,2,Pro-angiogenesis Macrophage,N
X204765449087707.N,0,Blood Cell,N
X204765476043507.N,0,Effector/Memory CD4+ T cells,N
X204765476051868.N,11,Macrophage,N
X204765494916979.N,1,CD4 or CD8 T cell,N
X204816853616541.N,1,Effector/Memory CD8+ T cells,N
X204816853986548.N,6,Effector/Memory CD8+ T cells,N
X204816868600094.N,3,Pro-angiogenesis Macrophage,N
X204816868620574.N,6,Natural killer cell,N
X204816868625310.N,2,Pro-angiogenesis Macrophage,N
X204816869088549.N,1,CD8 T or NK cell,N
X204816880982302.N,6,Natural killer cell,N
X204816881245422.N,4,Naive CD4+ T cells,N
X204816881409374.N,0,Effector/Memory CD8+ T cells,N
X204816900021045.N,2,Pro-angiogenesis Macrophage,N
X204816900640093.N,4,Macrophage,N
X204825309633948.N,7,Pro-angiogenesis Macrophage,N
X204825324374317.N,2,Pro-angiogenesis Macrophage,N
X204825324632436.N,3,Pro-angiogenesis Macrophage,N
X204825356033444.N,2,Pro-angiogenesis Macrophage,N
X204825356069660.N,8,Lung Cancer Cell,N
X204882351864173.N,7,Pro-angiogenesis Macrophage,N
X204882351941470.N,3,Pro-angiogenesis Macrophage,N
X204882352232683.N,2,Pro-angiogenesis Macrophage,N
X204882352728795.N,0,Blood Cell,N
X204882366578020.N,0,Effector/Memory CD4+ T cells,N
X204882367077670.N,0,Blood Cell,N
X204882367102324.N,2,Pro-angiogenesis Macrophage,N
X204882367134443.N,3,Pro-angiogenesis Macrophage,N
X204882379491676.N,13,Lung Cancer Cell,N
X204882379684139.N,2,Pro-angiogenesis Macrophage,N
X204882379922220.N,2,Pro-angiogenesis Macrophage,N
X204882379922853.N,0,Effector/Memory CD4+ T cells,N
X204882379954028.N,3,Pro-angiogenesis Macrophage,N
X204882398267764.N,0,Effector/Memory CD4+ T cells,N
X204882398625196.N,6,Natural killer cell,N
X204911358106853.N,5,Blood Cell,N
X204911370983787.N,5,Macrophage,N
X204911389371109.N,0,Effector/Memory CD4+ T cells,N
X204911389821278.N,2,Pro-angiogenesis Macrophage,N
X204911389886748.N,7,Macrophage,N
X204954158393118.N,6,Natural killer cell,N
X204954158447349.N,2,Pro-angiogenesis Macrophage,N
X204954158652315.N,1,Effector/Memory CD8+ T cells,N
X204954158656374.N,6,Natural killer cell,N
X204954173139683.N,1,Effector/Memory CD8+ T cells,N
X204954173139806.N,8,Normal Fibroblast,N
X204954185915701.N,0,Effector/Memory CD4+ T cells,N
X204954186172660.N,1,Effector/Memory CD8+ T cells,N
X204954186505452.N,3,Pro-angiogenesis Macrophage,N
X204954204756764.N,11,cDC2,N
X204954205042547.N,3,Pro-angiogenesis Macrophage,N
X204959661606693.N,0,Effector/Memory CD4+ T cells,N
X204959662102829.N,0,CD8 T or NK cell,N
X204959676024749.N,1,Natural killer cell,N
X204959676057459.N,6,Natural killer cell,N
X204959676787635.N,2,Pro-angiogenesis Macrophage,N
X204959688649459.N,6,Natural killer cell,N
X204959688879349.N,4,Pro-angiogenesis Macrophage,N
X204959689329396.N,2,Pro-angiogenesis Macrophage,N
X204959689431350.N,2,Pro-angiogenesis Macrophage,N
X204959708269355.N,2,Pro-angiogenesis Macrophage,N
X205381642075052.N,4,Phagocytosis Macrophage,N
X205381656557294.N,6,Natural killer cell,N
X205381656824734.N,3,Pro-angiogenesis Macrophage,N
X205381669120756.N,4,Blood Cell,N
X205381669145310.N,3,Pro-angiogenesis Macrophage,N
X205381669342044.N,6,Natural killer cell,N
X205381669411238.N,3,Pro-angiogenesis Macrophage,N
X205381688026990.N,4,Macrophage,N
X205381688224100.N,8,Normal Fibroblast,N
X205381688542957.N,1,Effector/Memory CD4+ T cells,N
X205392379763107.N,2,Pro-angiogenesis Macrophage,N
X205392379856750.N,4,Pro-angiogenesis Macrophage,N
X205392380061620.N,3,Pro-angiogenesis Macrophage,N
X205392394282717.N,1,Effector/Memory CD8+ T cells,N
X205392406760284.N,7,Pro-angiogenesis Macrophage,N
X205392406853422.N,0,Blood Cell,N
X205449153367262.N,3,Pro-angiogenesis Macrophage,N
X205449153398515.N,1,CD8 T or NK cell,N
X205449154149278.N,0,Effector/Memory CD4+ T cells,N
X205449168633115.N,3,Pro-angiogenesis Macrophage,N
X205449168644899.N,0,Blood Cell,N
X205449168833899.N,3,Pro-angiogenesis Macrophage,N
X205449180699558.N,1,Effector/Memory CD4+ T cells,N
X205449181384094.N,0,Effector/Memory CD4+ T cells,N
X205449199572909.N,2,Pro-angiogenesis Macrophage,N
X205449199802099.N,7,Macrophage,N
X205449199807910.N,6,Natural killer cell,N
X205449200036131.N,3,Pro-angiogenesis Macrophage,N
X205449200323829.N,2,Pro-angiogenesis Macrophage,N
X205449200363757.N,2,Pro-angiogenesis Macrophage,N
X205510759606507.N,0,Blood Cell,N
X205510805674269.N,2,Phagocytosis Macrophage,N
X205510805698981.N,4,Pro-angiogenesis Macrophage,N
X205510806228315.N,1,Effector/Memory CD8+ T cells,N
X205510806231262.N,2,Pro-angiogenesis Macrophage,N
X205511431239540.N,4,Macrophage,N
X205511445368164.N,0,Effector/Memory CD4+ T cells,N
X205511445395876.N,1,CD4 or CD8 T cell,N
X205511458418076.N,0,Effector/Memory CD4+ T cells,N
X205511477030110.N,7,Pro-angiogenesis Macrophage,N
X205511477054374.N,1,Effector/Memory CD8+ T cells,N
X205511477357348.N,6,Natural killer cell,N
X205518946590004.N,3,Pro-angiogenesis Macrophage,N
X205518946912566.N,3,Pro-angiogenesis Macrophage,N
X205518947347363.N,2,Pro-angiogenesis Macrophage,N
X205518947404011.N,6,Natural killer cell,N
X205518961293741.N,6,Natural killer cell,N
X205518961797556.N,13,Lung Cancer Cell,N
X205518973913974.N,10,Stromal Cell,N
X205518974077788.N,3,Pro-angiogenesis Macrophage,N
X205518974184236.N,1,Effector/Memory CD4+ T cells,N
X205518974368043.N,1,Effector/Memory CD4+ T cells,N
X205518992758684.N,2,Pro-angiogenesis Macrophage,N
X205518993504046.N,2,Pro-angiogenesis Macrophage,N
X205527671293804.N,2,Pro-angiogenesis Macrophage,N
X205527685721317.N,1,Effector/Memory CD8+ T cells,N
X205527698495916.N,1,Effector/Memory CD4+ T cells,N
X205527717463909.N,0,Effector/Memory CD4+ T cells,N
X205870209067829.N,4,Macrophage,N
X205870209124276.N,2,Pro-angiogenesis Macrophage,N
X205870240512862.N,0,Blood Cell,N
X205870241012133.N,7,Pro-angiogenesis Macrophage,N
X205922673481523.N,6,Natural killer cell,N
X205922674006435.N,1,Effector/Memory CD4+ T cells,N
X205922688941429.N,2,Pro-angiogenesis Macrophage,N
X205922688981916.N,3,Pro-angiogenesis Macrophage,N
X205922701064540.N,4,Macrophage,N
X205922701298021.N,0,Effector/Memory CD4+ T cells,N
X205922701600995.N,4,Macrophage,N
X205922719938341.N,6,Natural killer cell,N
X205922719938995.N,0,Effector/Memory CD4+ T cells,N
X226205925268379.N,2,Pro-angiogenesis Macrophage,N
X226205925493534.N,3,Pro-angiogenesis Macrophage,N
X226205925816740.N,2,Pro-angiogenesis Macrophage,N
X226205939911587.N,3,Pro-angiogenesis Macrophage,N
X226205953120566.N,13,CAFadi,N
X226205971111278.N,2,Pro-angiogenesis Macrophage,N
X226205971934580.N,0,Effector/Memory CD4+ T cells,N
X226265786637029.N,12,Endothelial Cells,N
X226265786935131.N,13,Lung Cancer Cell,N
X226265801055028.N,2,Pro-angiogenesis Macrophage,N
X226265801551269.N,6,Natural killer cell,N
X226265813339037.N,0,Effector/Memory CD4+ T cells,N
X226265813366686.N,0,Effector/Memory CD4+ T cells,N
X226265813600493.N,1,Effector/Memory CD4+ T cells,N
X226265814121765.N,12,Endothelial Cells,N
X226265814162659.N,2,Pro-angiogenesis Macrophage,N
X226265832745317.N,7,Pro-angiogenesis Macrophage,N
X226265833035694.N,3,Pro-angiogenesis Macrophage,N
X226265833094491.N,6,Natural killer cell,N
X226273437108531.N,2,Pro-angiogenesis Macrophage,N
X226273451986283.N,9,Natural killer cell,N
X226273464084342.N,7,Pro-angiogenesis Macrophage,N
X226273464342436.N,3,Pro-angiogenesis Macrophage,N
X226273464346918.N,1,Effector/Memory CD8+ T cells,N
X226273464542940.N,7,Pro-angiogenesis Macrophage,N
X226273464633267.N,2,Pro-angiogenesis Macrophage,N
X226273482656564.N,0,Blood Cell,N
X226273483242204.N,2,Pro-angiogenesis Macrophage,N
X226283234645942.N,2,Pro-angiogenesis Macrophage,N
X226283249325934.N,6,Natural killer cell,N
X226283249850596.N,1,Effector/Memory CD4+ T cells,N
X226283261672811.N,0,Effector/Memory CD4+ T cells,N
X226283281075110.N,3,Pro-angiogenesis Macrophage,N
X226343095490467.N,3,Pro-angiogenesis Macrophage,N
X226343095495468.N,2,Pro-angiogenesis Macrophage,N
X226343096007603.N,5,Pro-angiogenesis Macrophage,N
X226343110166446.N,0,Effector/Memory CD4+ T cells,N
X226343110203253.N,0,Effector/Memory CD4+ T cells,N
X226343122791342.N,3,Pro-angiogenesis Macrophage,N
X226343122856691.N,6,Natural killer cell,N
X226343123045108.N,2,Pro-angiogenesis Macrophage,N
X226343123372460.N,3,Pro-angiogenesis Macrophage,N
X226343141653405.N,2,Pro-angiogenesis Macrophage,N
X226343141981102.N,1,Effector/Memory CD8+ T cells,N
X226343142177582.N,6,Natural killer cell,N
X226343142243238.N,2,Pro-angiogenesis Macrophage,N
X226394635159852.N,12,Endothelial Cells,N
X226394635361565.N,4,Blood Cell,N
X226394635427252.N,1,Effector/Memory CD8+ T cells,N
X226394635623222.N,2,Pro-angiogenesis Macrophage,N
X226394635652460.N,3,Pro-angiogenesis Macrophage,N
X226394635884332.N,1,Natural killer cell,N
X226394635913067.N,3,Pro-angiogenesis Macrophage,N
X226394650037556.N,4,Pro-angiogenesis Macrophage,N
X226394650040174.N,6,Natural killer cell,N
X226394650135910.N,4,Macrophage,N
X226394662419829.N,0,Effector/Memory CD4+ T cells,N
X226394662649182.N,10,CAFadi,N
X226394662919013.N,2,Pro-angiogenesis Macrophage,N
X226394663180572.N,7,Pro-angiogenesis Macrophage,N
X226394663239075.N,4,Phagocytosis Macrophage,N
X226394663242075.N,2,Pro-angiogenesis Macrophage,N
X226394681339166.N,14,Mast cell,N
X226394681596141.N,4,Any Cell,N
X226806146983653.N,2,Pro-angiogenesis Macrophage,N
X226806146984355.N,0,Effector/Memory CD8+ T cells,N
X226806161618781.N,0,Effector/Memory CD4+ T cells,N
X226806161886446.N,8,Non Blood Cell,N
X226806174013283.N,3,Pro-angiogenesis Macrophage,N
X226806174243558.N,4,Macrophage,N
X226806174464294.N,4,Phagocytosis Macrophage,N
X226806174705579.N,4,Pro-angiogenesis Macrophage,N
X226806193370868.N,4,Pro-angiogenesis Macrophage,N
X226806193568046.N,3,Pro-angiogenesis Macrophage,N
X226806193575853.N,3,Pro-angiogenesis Macrophage,N
X226806193600243.N,1,Effector/Memory CD8+ T cells,N
X226822386998699.N,1,CD4 or CD8 T cell,N
X226822387809062.N,15,pDC,N
X226822433159605.N,4,Pro-angiogenesis Macrophage,N
X226822433233758.N,2,Pro-angiogenesis Macrophage,N
X226822433954203.N,1,Effector/Memory CD8+ T cells,N
X226829500574958.N,1,Effector/Memory CD8+ T cells,N
X226829500631451.N,4,Phagocytosis Macrophage,N
X226829515278755.N,2,Pro-angiogenesis Macrophage,N
X226829515282788.N,3,Pro-angiogenesis Macrophage,N
X226829515742043.N,2,Pro-angiogenesis Macrophage,N
X226874732178334.N,2,Phagocytosis Macrophage,N
X226874732243766.N,0,Effector/Memory CD4+ T cells,N
X226874732268406.N,3,Pro-angiogenesis Macrophage,N
X226874732722987.N,2,Pro-angiogenesis Macrophage,N
X226874747383205.N,3,Pro-angiogenesis Macrophage,N
X226874759265563.N,2,Pro-angiogenesis Macrophage,N
X226874759460716.N,3,Pro-angiogenesis Macrophage,N
X226874759793381.N,4,Pro-angiogenesis Macrophage,N
X226874778311477.N,3,Pro-angiogenesis Macrophage,N
X226874778347358.N,6,Natural killer cell,N
X226874778410294.N,0,Effector/Memory CD4+ T cells,N
X226874778598764.N,13,Lung Cancer Cell,N
X226874778639644.N,0,Effector/Memory CD8+ T cells,N
X226883202373411.N,2,Pro-angiogenesis Macrophage,N
X226883202566900.N,1,Effector/Memory CD4+ T cells,N
X226883202603868.N,2,Macrophage,N
X226883202930918.N,0,Effector/Memory CD4+ T cells,N
X226883202935013.N,1,Effector/Memory CD4+ T cells,N
X226883203094819.N,2,Pro-angiogenesis Macrophage,N
X226883203127541.N,1,Effector/Memory CD8+ T cells,N
X226883215477036.N,3,Pro-angiogenesis Macrophage,N
X226883233797925.N,9,Pro-angiogenesis Macrophage,N
X226901442022254.N,0,Effector/Memory CD4+ T cells,N
X226901468854118.N,4,Pro-angiogenesis Macrophage,N
X226901469386468.N,6,Natural killer cell,N
X226901487741876.N,1,Effector/Memory CD4+ T cells,N
X226901488160043.N,2,Pro-angiogenesis Macrophage,N
X226949759884020.N,3,Pro-angiogenesis Macrophage,N
X226949760436646.N,3,Pro-angiogenesis Macrophage,N
X226949774334900.N,4,Macrophage,N
X226949774596916.N,6,Natural killer cell,N
X226949775125854.N,4,Macrophage,N
X226949787138422.N,3,Pro-angiogenesis Macrophage,N
X226949787401435.N,2,Pro-angiogenesis Macrophage,N
X226949787466037.N,0,Naive CD4+ T cells,N
X226949787499235.N,2,Pro-angiogenesis Macrophage,N
X226949805850036.N,0,Effector/Memory CD4+ T cells,N
X226949805853428.N,1,Effector/Memory CD8+ T cells,N
X226949806116252.N,3,Pro-angiogenesis Macrophage,N
X226949806538084.N,2,Pro-angiogenesis Macrophage,N
X226953384291235.N,7,Pro-angiogenesis Macrophage,N
X226953398709091.N,3,Pro-angiogenesis Macrophage,N
X226953398736797.N,1,Effector/Memory CD8+ T cells,N
X226953398962596.N,0,Effector/Memory CD4+ T cells,N
X226953411385573.N,2,Pro-angiogenesis Macrophage,N
X226953411553588.N,3,Pro-angiogenesis Macrophage,N
X226953429732070.N,2,Phagocytosis Macrophage,N
X226953429970291.N,0,Effector/Memory CD4+ T cells,N
X226958752831198.N,8,Lung Cancer Cell,N
X226958753020710.N,2,Pro-angiogenesis Macrophage,N
X226958753090397.N,2,Pro-angiogenesis Macrophage,N
X226958766950317.N,2,Pro-angiogenesis Macrophage,N
X226958767253293.N,3,Pro-angiogenesis Macrophage,N
X226958767675683.N,8,Normal Fibroblast,N
X226958779537771.N,5,Blood Cell,N
X226958779542771.N,2,Pro-angiogenesis Macrophage,N
X226958779574196.N,0,Effector/Memory CD4+ T cells,N
X226958779726261.N,2,Pro-angiogenesis Macrophage,N
X226958779727091.N,3,Pro-angiogenesis Macrophage,N
X226958780292323.N,1,Effector/Memory CD4+ T cells,N
X226958798412013.N,0,Effector/Memory CD4+ T cells,N
X226958798441827.N,2,Pro-angiogenesis Macrophage,N
X226970295192486.N,1,Effector/Memory CD4+ T cells,N
X226970310134708.N,3,Macrophage,N
X226970310232820.N,8,Endothelial Cells,N
X226970310397358.N,6,Natural killer cell,N
X226970322987742.N,2,Pro-angiogenesis Macrophage,N
X226970323074269.N,1,Effector/Memory CD8+ T cells,N
X226970341923236.N,4,Pro-angiogenesis Macrophage,N
X227284902103782.N,3,Pro-angiogenesis Macrophage,N
X227284916002155.N,1,Effector/Memory CD8+ T cells,N
X227284916524782.N,1,CD4 or CD8 T cell,N
X227284916780318.N,0,Effector/Memory CD4+ T cells,N
