cell,integration_cluster
X157536914394405_Y_.T,0
X157536914467556_Y_.T,0
X157536941370270_Y_.T,1
X157536941469029_Y_.T,5
X157536961023275_Y_.T,4
X157537719499677_Y_.T,4
X157537719958317_Y_.T,4
X157537720035619_Y_.T,5
X157537720253726_Y_.T,0
X157537734184310_Y_.T,6
X157537734880499_Y_.T,11
X157537734932342_Y_.T,5
X157537747028316_Y_.T,1
X157537766427486_Y_.T,0
X157562549955486_Y_.T,2
X157562564918187_Y_.T,0
X157562565187997_Y_.T,0
X157562576948068_Y_.T,0
X157562577776037_Y_.T,0
X157562596382557_Y_.T,0
X157613955169181_Y_.T,1
X157613955443563_Y_.T,0
X157613955704667_Y_.T,4
X157613955956011_Y_.T,4
X157613969791211_Y_.T,5
X157613970307811_Y_.T,2
X157613982899045_Y_.T,0
X157614002092278_Y_.T,5
X157684151568238_Y_.T,1
X157684165629867_Y_.T,5
X157684165929246_Y_.T,5
X157684166413172_Y_.T,9
X157684179070237_Y_.T,2
X157684197087603_Y_.T,2
X157684197449014_Y_.T,15
X157684197670238_Y_.T,0
X157684197702364_Y_.T,5
X157690325030748_Y_.T,1
X157690325321966_Y_.T,7
X157690325547765_Y_.T,5
X157690325743412_Y_.T,5
X157690340428726_Y_.T,5
X160440043584237_Y_.T,12
X160440044178675_Y_.T,0
X160440044377885_Y_.T,5
X160440044415204_Y_.T,4
X160440070850909_Y_.T,0
X160440071383900_Y_.T,0
X160440089693542_Y_.T,5
X160440090216877_Y_.T,2
X160447828511005_Y_.T,5
X160447828543348_Y_.T,5
X160447842934068_Y_.T,5
X160447843395827_Y_.T,0
X160447843724509_Y_.T,5
X160447843748261_Y_.T,1
X160447856265054_Y_.T,1
X160447874649437_Y_.T,5
X160447874657067_Y_.T,0
X160785132574508_Y_.T,5
X160785132832541_Y_.T,5
X160903094782699_Y_.T,4
X160903094978477_Y_.T,1
X160903095039846_Y_.T,0
X160903095053540_Y_.T,5
X160903095086437_Y_.T,4
X160903095269732_Y_.T,0
X160903095307100_Y_.T,0
X160903110220189_Y_.T,0
X160903122086196_Y_.T,5
X160903140862772_Y_.T,0
X160903141178598_Y_.T,6
X160910611269422_Y_.T,0
X160910611732253_Y_.T,5
X160910625881334_Y_.T,0
X160910625885603_Y_.T,2
X160910626436838_Y_.T,0
X160910638991198_Y_.T,9
X160910639020915_Y_.T,4
X160910639064883_Y_.T,1
X160910657313582_Y_.T,4
X160928730367797_Y_.T,4
X160928730835678_Y_.T,0
X160928745088947_Y_.T,0
X160928757660454_Y_.T,4
X160928757860149_Y_.T,5
X160928758352619_Y_.T,0
X160928758360310_Y_.T,2
X160928758413148_Y_.T,0
X160990068075422_Y_.T,1
X160990068165350_Y_.T,0
X160990082754989_Y_.T,1
X160990082780590_Y_.T,5
X160990082816796_Y_.T,0
X160990083081974_Y_.T,1
X160990113949603_Y_.T,1
X160990114463155_Y_.T,8
X160990114539868_Y_.T,0
X160990114766260_Y_.T,1
X160996510295782_Y_.T,0
X160996510320371_Y_.T,10
X160996510559517_Y_.T,1
X160996510580147_Y_.T,0
X160996537559796_Y_.T,1
X160996537579245_Y_.T,9
X160996537788766_Y_.T,1
X160996537845477_Y_.T,14
X161340107640238_Y_.T,1
X161340108461867_Y_.T,5
X161340122642851_Y_.T,2
X161340122937702_Y_.T,1
X161340154341739_Y_.T,1
X161340154563883_Y_.T,5
X161411780237092_Y_.T,4
X161411780238629_Y_.T,1
X161411795368181_Y_.T,6
X161411826072414_Y_.T,0
X161411826309934_Y_.T,2
X161411826379563_Y_.T,0
X161411826571685_Y_.T,0
X161411826636596_Y_.T,1
X161451911273757_Y_.T,5
X161451911276766_Y_.T,5
X161451926054621_Y_.T,5
X161451938274166_Y_.T,0
X161451938573228_Y_.T,2
X161451938799005_Y_.T,1
X161451957734835_Y_.T,0
X161451957996789_Y_.T,1
X161462648433452_Y_.T,0
X161462663460597_Y_.T,10
X161462663465334_Y_.T,4
X161462694828853_Y_.T,8
X161478620403446_Y_.T,1
X161478620924188_Y_.T,0
X161478635575094_Y_.T,9
X161478647700390_Y_.T,0
X161478647896421_Y_.T,9
X161478648380661_Y_.T,12
X161548547767710_Y_.T,8
X161548548328812_Y_.T,4
X161864228234979_Y_.T,0
X161864228497243_Y_.T,6
X161864243076315_Y_.T,5
X161864243174643_Y_.T,5
X161864243334070_Y_.T,2
X161864255134582_Y_.T,0
X161864255466741_Y_.T,5
X161864255982365_Y_.T,0
X161883152664885_Y_.T,9
X161883153184556_Y_.T,10
X161883167542691_Y_.T,0
X161883167776038_Y_.T,0
X161883167807214_Y_.T,5
X161883198777651_Y_.T,1
X161883199257451_Y_.T,5
X161883199334125_Y_.T,0
X161889595115829_Y_.T,11
X161889610066787_Y_.T,1
X161889623137524_Y_.T,4
X161889623168870_Y_.T,5
X161889641949022_Y_.T,1
X161889641978587_Y_.T,1
X161889642039733_Y_.T,11
X161890937551726_Y_.T,12
X161890937792237_Y_.T,2
X161890951973237_Y_.T,1
X161890952165302_Y_.T,6
X161890952661726_Y_.T,5
X161890952699228_Y_.T,4
X161890965252830_Y_.T,1
X161890984146860_Y_.T,1
X161890984151990_Y_.T,5
X161893219780963_Y_.T,7
X161893246458651_Y_.T,4
X161893246491046_Y_.T,8
X161893246942501_Y_.T,2
X161893265062325_Y_.T,0
X161893265128884_Y_.T,1
X161893265136046_Y_.T,0
X161893265336628_Y_.T,8
X161893265397997_Y_.T,4
X161893265619891_Y_.T,4
X161893265919397_Y_.T,1
X161960462576547_Y_.T,1
X161960462793510_Y_.T,0
X161960477023540_Y_.T,1
X161960489240950_Y_.T,1
X161960489596827_Y_.T,5
X161960490031861_Y_.T,0
X161960490067822_Y_.T,9
X161960490096886_Y_.T,5
X162001533122988_Y_.T,11
X162001547639139_Y_.T,0
X162078842373934_Y_.T,4
X162078856755635_Y_.T,5
X162078856800179_Y_.T,1
X162078856955764_Y_.T,1
X162078857579237_Y_.T,1
X162078888220579_Y_.T,2
X162090653469492_Y_.T,0
X162090667947892_Y_.T,10
X162090668644580_Y_.T,5
X162090668702502_Y_.T,10
X162090681036188_Y_.T,4
X162090699409334_Y_.T,9
X162090699418910_Y_.T,1
X162090700159788_Y_.T,0
X162090700196723_Y_.T,5
X164631946389366_Y_.T,4
X164631947144115_Y_.T,0
X164631947200933_Y_.T,5
X164631959234283_Y_.T,0
X164631959517923_Y_.T,1
X164631959529309_Y_.T,15
X164631978360230_Y_.T,5
X164631978625884_Y_.T,1
X164698906319198_Y_.T,0
X164698906384155_Y_.T,2
X164698906802604_Y_.T,1
X164698907069164_Y_.T,5
X164698907109229_Y_.T,5
X164698907167965_Y_.T,4
X164698921258358_Y_.T,5
X164698921527667_Y_.T,0
X164698921823453_Y_.T,9
X164698934138653_Y_.T,2
X164698934397725_Y_.T,9
X164698952973172_Y_.T,0
X164753398709685_Y_.T,5
X164753398774061_Y_.T,5
X164753413884829_Y_.T,5
X164753414143349_Y_.T,8
X164753414207206_Y_.T,4
X164753426503452_Y_.T,5
X164753426737067_Y_.T,11
X164753445108133_Y_.T,4
X164753445698924_Y_.T,5
X164761049950043_Y_.T,4
X164761063840542_Y_.T,4
X164761063877941_Y_.T,10
X164761064562020_Y_.T,0
X164761064658859_Y_.T,5
X164761095256876_Y_.T,5
X164761095265052_Y_.T,8
X164761095327068_Y_.T,3
X164761095555373_Y_.T,0
X164769505397668_Y_.T,5
X164769505667315_Y_.T,5
X164769519525292_Y_.T,4
X164769519585139_Y_.T,3
X164769519852763_Y_.T,5
X164769520373149_Y_.T,5
X164769532111790_Y_.T,0
X164769532135157_Y_.T,5
X164769532926707_Y_.T,12
X164769532951451_Y_.T,0
X164769551267741_Y_.T,9
X164818762743221_Y_.T,5
X164818763082094_Y_.T,5
X164818777728884_Y_.T,1
X164818777922868_Y_.T,4
X164818809702684_Y_.T,5
X165164910238556_Y_.T,1
X165164910496181_Y_.T,0
X165164910860533_Y_.T,1
X165164911123229_Y_.T,14
X165164924955358_Y_.T,5
X165164925020899_Y_.T,1
X165164925249267_Y_.T,5
X165164925474717_Y_.T,10
X165164937603486_Y_.T,5
X165164937856948_Y_.T,1
X165164938049835_Y_.T,5
X165164938292636_Y_.T,0
X165188398339891_Y_.T,10
X165188398366108_Y_.T,5
X165188398925676_Y_.T,10
X165188399216950_Y_.T,2
X165188413312419_Y_.T,5
X165188425628587_Y_.T,1
X165188444547358_Y_.T,4
X165188444548006_Y_.T,0
X165188445301093_Y_.T,9
X165232422082292_Y_.T,10
X165232422307693_Y_.T,0
X165232422349659_Y_.T,1
X165232449310069_Y_.T,1
X165232449312555_Y_.T,5
X165232449808630_Y_.T,5
X165232449841453_Y_.T,1
X165302215040358_Y_.T,0
X165302215555804_Y_.T,5
X165302229948718_Y_.T,5
X165302230203236_Y_.T,1
X165302242531062_Y_.T,1
X165302243023069_Y_.T,8
X165302243092725_Y_.T,5
X165302261107571_Y_.T,14
X165302261430053_Y_.T,2
X165302261968171_Y_.T,5
X165325569150317_Y_.T,1
X165325569648923_Y_.T,4
X165325583595934_Y_.T,1
X165325583904054_Y_.T,8
X165325584099548_Y_.T,5
X165325596911924_Y_.T,1
X165325615033629_Y_.T,5
X165325615058206_Y_.T,0
X165325615085805_Y_.T,0
X165325615524197_Y_.T,1
X165325615783333_Y_.T,4
X165327850650412_Y_.T,1
X165327850814380_Y_.T,11
X165327850814771_Y_.T,0
X165327850916078_Y_.T,4
X165327865502053_Y_.T,5
X165327866022622_Y_.T,0
X165327866059508_Y_.T,5
X165327877823406_Y_.T,0
X165327878678773_Y_.T,1
X165327897509284_Y_.T,6
X165327897521053_Y_.T,5
X165327897578204_Y_.T,5
X165327897578406_Y_.T,0
X165385698491125_Y_.T,8
X165385698925366_Y_.T,2
X165385699281251_Y_.T,1
X165385713113323_Y_.T,2
X165385713146780_Y_.T,8
X165385726543715_Y_.T,0
X165385744603036_Y_.T,7
X165385744800029_Y_.T,1
X165385744805219_Y_.T,1
X165738959522668_Y_.T,0
X165738974436148_Y_.T,0
X165738974436275_Y_.T,1
X165738974669043_Y_.T,4
X165738974923166_Y_.T,0
X165738986818926_Y_.T,0
X165739005930723_Y_.T,1
X165741375449387_Y_.T,0
X165741375671718_Y_.T,2
X165741390118325_Y_.T,5
X165741390621028_Y_.T,1
X165741402675436_Y_.T,0
X165741402741988_Y_.T,1
X165741403457950_Y_.T,5
X165741422132083_Y_.T,0
X165851836889004_Y_.T,11
X165851851544878_Y_.T,4
X165851851864422_Y_.T,8
X165851852138275_Y_.T,0
X165851864156524_Y_.T,8
X165851864197859_Y_.T,0
X165851883003171_Y_.T,2
X165858413791091_Y_.T,1
X165858414057836_Y_.T,1
X165858414086379_Y_.T,1
X165858428180837_Y_.T,5
X165858440567604_Y_.T,0
X165858440759605_Y_.T,8
X165858441018157_Y_.T,10
X165858459637541_Y_.T,1
X165860292324652_Y_.T,5
X165860292606379_Y_.T,4
X165860292617957_Y_.T,0
X165860293109684_Y_.T,0
X165860307253613_Y_.T,1
X165860307293934_Y_.T,5
X165860307786141_Y_.T,1
X165860319546269_Y_.T,0
X165860319808229_Y_.T,1
X165860319877542_Y_.T,10
X165860320368492_Y_.T,9
X165860320372470_Y_.T,5
X165860338461043_Y_.T,1
X165860339309797_Y_.T,5
X165945521092964_Y_.T,1
X165945535249764_Y_.T,0
X165945535261622_Y_.T,1
X165945535518942_Y_.T,8
X165945536043764_Y_.T,0
X165945536067302_Y_.T,14
X165945548172579_Y_.T,0
X165945548589356_Y_.T,0
X165945567001835_Y_.T,5
X165945567196981_Y_.T,9
X165946191632812_Y_.T,5
X165946191964982_Y_.T,8
X165946192488750_Y_.T,2
X165946206308270_Y_.T,0
X165946206383404_Y_.T,1
X165946206410980_Y_.T,5
X165946206865260_Y_.T,0
X165946219251636_Y_.T,0
X165946219776347_Y_.T,10
X165946238621484_Y_.T,10
X166264168438556_Y_.T,0
X166264168692445_Y_.T,1
X166264180989237_Y_.T,8
X166264181050093_Y_.T,5
X166264181542115_Y_.T,8
X166264199592861_Y_.T,9
X166288044485917_Y_.T,10
X166288044714718_Y_.T,0
X166288058894262_Y_.T,0
X166288058927523_Y_.T,1
X166288059185438_Y_.T,1
X166288059427172_Y_.T,2
X166288071486259_Y_.T,2
X166288072268139_Y_.T,0
X166288090388380_Y_.T,14
X166288090617764_Y_.T,0
X166288090618795_Y_.T,2
X166290863089381_Y_.T,4
X166290890021750_Y_.T,7
X166290890877787_Y_.T,0
X166290908998942_Y_.T,5
X166290909485277_Y_.T,1
X166290909488996_Y_.T,1
X166290909771614_Y_.T,10
X166290909776806_Y_.T,0
X166290909780772_Y_.T,0
X166332068227363_Y_.T,0
X166332082281773_Y_.T,12
X166332082314603_Y_.T,0
X166332082351387_Y_.T,0
X166332082642214_Y_.T,0
X166332082833326_Y_.T,2
X166332083067189_Y_.T,14
X166332094860189_Y_.T,1
X166332095719134_Y_.T,5
X166332113992605_Y_.T,0
X166332114266907_Y_.T,1
X166351394954533_Y_.T,0
X166351395571555_Y_.T,4
X166351409629533_Y_.T,3
X166351409724830_Y_.T,0
X166351409953590_Y_.T,0
X166351410260197_Y_.T,8
X166351422766006_Y_.T,9
X166351441156902_Y_.T,1
X166351441410483_Y_.T,5
X166351441911220_Y_.T,8
X166400384719588_Y_.T,5
X166400384748381_Y_.T,1
X166400399891892_Y_.T,1
X166400411982692_Y_.T,0
X166400411986654_Y_.T,7
X166400412465059_Y_.T,5
X166400431176605_Y_.T,0
X166416907946331_Y_.T,5
X166416907982643_Y_.T,0
X166416908667188_Y_.T,1
X166416920529630_Y_.T,6
X166416920762155_Y_.T,4
X166416920819611_Y_.T,1
X166416939412908_Y_.T,5
X166416939597211_Y_.T,1
X166416940190507_Y_.T,0
X166469238218014_Y_.T,0
X166469238438819_Y_.T,5
X166469238643556_Y_.T,1
X166469253347245_Y_.T,0
X166469253646126_Y_.T,8
X166469265976732_Y_.T,4
X166469284349878_Y_.T,1
X166469284518323_Y_.T,1
X166469284522843_Y_.T,5
X166469284523302_Y_.T,0
X166469284842931_Y_.T,0
X169014006503323_Y_.T,4
X169014006504742_Y_.T,4
X169014006757804_Y_.T,6
X169014006762270_Y_.T,1
X169014006795628_Y_.T,5
X169014006855468_Y_.T,2
X169014020979572_Y_.T,1
X169014021252980_Y_.T,5
X169014021703539_Y_.T,4
X169014033566557_Y_.T,1
X169014033798902_Y_.T,5
X169014033824547_Y_.T,1
X169014052703581_Y_.T,15
X169014052706726_Y_.T,5
X169014052965811_Y_.T,2
X169014052993763_Y_.T,1
X169022462052701_Y_.T,8
X169022462224219_Y_.T,5
X169022462315238_Y_.T,5
X169022476963043_Y_.T,5
X169022508907372_Y_.T,5
X169027830962475_Y_.T,5
X169027845441460_Y_.T,1
X169027845605227_Y_.T,5
X169027845703910_Y_.T,9
X169027858032948_Y_.T,0
X169027858512181_Y_.T,0
X169027858709238_Y_.T,0
X169027877072227_Y_.T,0
X169027877325229_Y_.T,0
X169027877586843_Y_.T,0
X169082607000990_Y_.T,5
X169082618825118_Y_.T,2
X169082618828580_Y_.T,10
X169082618828652_Y_.T,1
X169082619386085_Y_.T,5
X169082619553500_Y_.T,0
X169082619583284_Y_.T,5
X169151713949612_Y_.T,5
X169151714445734_Y_.T,1
X169151728376732_Y_.T,5
X169151728597725_Y_.T,9
X169151728631021_Y_.T,8
X169151728671963_Y_.T,1
X169151728868709_Y_.T,0
X169151741216485_Y_.T,2
X169156948650718_Y_.T,6
X169156948736373_Y_.T,4
X169156963060581_Y_.T,0
X169156963588324_Y_.T,0
X169156963654878_Y_.T,5
X169156975389598_Y_.T,1
X169156975442806_Y_.T,1
X169156975642476_Y_.T,11
X169156975749859_Y_.T,5
X169156975978420_Y_.T,4
X169156976004518_Y_.T,0
X169156976232869_Y_.T,1
X169156994557790_Y_.T,5
X169156995070699_Y_.T,5
X169156995070771_Y_.T,8
X169158156175709_Y_.T,0
X169158156928797_Y_.T,9
X169158171019115_Y_.T,0
X169158183402358_Y_.T,5
X169158183414492_Y_.T,1
X169158183675684_Y_.T,0
X169158183696230_Y_.T,1
X169158184225500_Y_.T,5
X169158202538419_Y_.T,1
X169158202547446_Y_.T,1
X169158827175134_Y_.T,2
X169158827425075_Y_.T,2
X169158827526571_Y_.T,1
X169158827952876_Y_.T,5
X169158842149171_Y_.T,10
X169158842707188_Y_.T,5
X169158854957340_Y_.T,4
X169158855056605_Y_.T,1
X169158855317413_Y_.T,1
X169158855321323_Y_.T,5
X169158873372395_Y_.T,4
X169158873569006_Y_.T,12
X169158873627059_Y_.T,5
X169158873827757_Y_.T,0
X169158873922461_Y_.T,0
X169174277216054_Y_.T,3
X169174277671332_Y_.T,0
X169174289995638_Y_.T,1
X169572486834548_Y_.T,4
X169572487051123_Y_.T,5
X169572487060788_Y_.T,10
X169572501437355_Y_.T,0
X169572513991085_Y_.T,0
X169572532665579_Y_.T,0
X169572532934373_Y_.T,5
X169572533225909_Y_.T,4
X169579733965660_Y_.T,0
X169579734747884_Y_.T,12
X169579734808435_Y_.T,10
X169579749469107_Y_.T,4
X169579761556198_Y_.T,7
X169579761559980_Y_.T,1
X169579761560478_Y_.T,4
X169579780171563_Y_.T,0
X169587518913245_Y_.T,9
X169587518917469_Y_.T,1
X169587519469851_Y_.T,0
X169587533629222_Y_.T,5
X169587534125300_Y_.T,6
X169587545889004_Y_.T,10
X169587546146613_Y_.T,1
X169587564768541_Y_.T,0
X169587565353268_Y_.T,8
X169587565582044_Y_.T,10
X169723749845293_Y_.T,4
X169723749952756_Y_.T,12
X169723750464811_Y_.T,0
X169723764816102_Y_.T,2
X169723764894964_Y_.T,3
X169723765120222_Y_.T,10
X169723777468844_Y_.T,6
X169723777632556_Y_.T,5
X169723796020005_Y_.T,0
X169723796572971_Y_.T,4
X169723796604764_Y_.T,1
X169727105297310_Y_.T,2
X169727105363172_Y_.T,1
X169727105883444_Y_.T,2
X169727119964598_Y_.T,2
X169727120067382_Y_.T,0
X169727132626147_Y_.T,1
X169727132888476_Y_.T,4
X169727151463339_Y_.T,3
X169727151717611_Y_.T,5
X169768846834589_Y_.T,9
X169768861415788_Y_.T,5
X169768861420461_Y_.T,5
X169768861489078_Y_.T,1
X169768861949147_Y_.T,11
X169768862300003_Y_.T,0
X169768862301533_Y_.T,5
X169768874068702_Y_.T,1
X169768874294622_Y_.T,5
X169768874621302_Y_.T,5
X169768874855131_Y_.T,0
X169793542809454_Y_.T,6
X169793542864165_Y_.T,4
X169793542895459_Y_.T,5
X169793557805342_Y_.T,0
X169793557846443_Y_.T,5
X169793570323699_Y_.T,1
X169793570327269_Y_.T,0
X169793570593499_Y_.T,2
X169793589229430_Y_.T,0
X169793589262621_Y_.T,0
X169793589558131_Y_.T,5
X169794750855469_Y_.T,11
X169794751350619_Y_.T,0
X169794765482724_Y_.T,0
X169794778123630_Y_.T,4
X169794778286317_Y_.T,0
X169794796959590_Y_.T,10
X169795556596469_Y_.T,0
X169795556691187_Y_.T,1
X169795571640603_Y_.T,2
X169795583695139_Y_.T,5
X169795602505067_Y_.T,1
X169795602541851_Y_.T,9
X170137140481446_Y_.T,5
X170137141045979_Y_.T,0
X170137155684254_Y_.T,0
X170137186589493_Y_.T,2
X170137186851237_Y_.T,2
X170137186920358_Y_.T,1
X170137186941667_Y_.T,9
X170180358302942_Y_.T,5
X170180358813558_Y_.T,1
X170180359083830_Y_.T,10
X170180373069214_Y_.T,0
X170180373297453_Y_.T,1
X170180404694387_Y_.T,4
X170180405254955_Y_.T,2
X170180405287332_Y_.T,2
X170181029382958_Y_.T,1
X170181029717918_Y_.T,5
X170181044333987_Y_.T,0
X170181044353757_Y_.T,0
X170181044430557_Y_.T,4
X170181056752500_Y_.T,6
X170181056980715_Y_.T,0
X170181057210659_Y_.T,4
X170198343477483_Y_.T,1
X170198358674333_Y_.T,4
X170198371093413_Y_.T,4
X170198371524005_Y_.T,1
X170198371584797_Y_.T,1
X170198371625780_Y_.T,1
X170198389963638_Y_.T,12
X170198390236956_Y_.T,1
X170199686474661_Y_.T,0
X170199686498734_Y_.T,5
X170199700395822_Y_.T,8
X170199700584886_Y_.T,14
X170199701149941_Y_.T,2
X170199712942958_Y_.T,8
X170199713167734_Y_.T,1
X170199731846558_Y_.T,2
X170199731853035_Y_.T,5
X170199731881910_Y_.T,4
X170199732075947_Y_.T,5
X170199732402397_Y_.T,9
X170258473015091_Y_.T,2
X170258488548574_Y_.T,2
X170258488576867_Y_.T,1
X170258500343660_Y_.T,0
X170258500572918_Y_.T,1
X170258501094635_Y_.T,1
X170258519256371_Y_.T,6
X170265184262876_Y_.T,2
X170265184267115_Y_.T,0
X170265198685022_Y_.T,8
X170265199437748_Y_.T,0
X170265230916955_Y_.T,5
X170268003096366_Y_.T,5
X170268017442038_Y_.T,4
X170268017970539_Y_.T,0
X170268018002285_Y_.T,0
X170268018035555_Y_.T,0
X170268030254299_Y_.T,4
X170268030291355_Y_.T,5
X170268049135965_Y_.T,4
X170276741364596_Y_.T,0
X170276741637875_Y_.T,0
X170276754247086_Y_.T,0
X170276754700701_Y_.T,1
X170276754705643_Y_.T,0
X170276772765038_Y_.T,1
X170276773026077_Y_.T,10
X170276773064099_Y_.T,0
X170276773095269_Y_.T,2
X170276773574966_Y_.T,1
X170276773580150_Y_.T,2
X170276773608236_Y_.T,0
X170327461194654_Y_.T,1
X170327461280622_Y_.T,1
X170327475666357_Y_.T,8
X170327475906396_Y_.T,1
X170327476235043_Y_.T,1
X170327488452902_Y_.T,3
X170327488752476_Y_.T,0
X170327488969973_Y_.T,1
X170327507061619_Y_.T,1
X170327507331428_Y_.T,8
X170327507946845_Y_.T,0
X170343433399140_Y_.T,0
X170343433419484_Y_.T,1
X170343433451893_Y_.T,0
X170343448403356_Y_.T,2
X170343460097267_Y_.T,4
X170343479295211_Y_.T,1
X170343479523613_Y_.T,5
X170343479786916_Y_.T,5
X170344372431147_Y_.T,1
X170344372623259_Y_.T,4
X170344387041628_Y_.T,8
X170344387107243_Y_.T,2
X170344399682933_Y_.T,5
X170344400250740_Y_.T,2
X170344400416030_Y_.T,5
X170344400504755_Y_.T,0
X170344418568478_Y_.T,3
X170344418569644_Y_.T,1
X170344419387614_Y_.T,0
X170660052462380_Y_.T,5
X170660053235629_Y_.T,1
X170660053334326_Y_.T,8
X170660053334835_Y_.T,0
X170660067399516_Y_.T,0
X170660098927899_Y_.T,9
X170660099156900_Y_.T,4
X170745951804252_Y_.T,0
X170745952058294_Y_.T,5
X170745952589612_Y_.T,10
X170745967275230_Y_.T,1
X170745967364827_Y_.T,1
X170745979881310_Y_.T,0
X170745979919604_Y_.T,5
X170745998043444_Y_.T,0
X170745998817526_Y_.T,0
X170798565223725_Y_.T,0
X170798565669285_Y_.T,0
X170798579834157_Y_.T,6
X170798580657075_Y_.T,1
X170798580714213_Y_.T,5
X170798592514931_Y_.T,1
X170798611905908_Y_.T,1
X170877888448819_Y_.T,1
X170877888649517_Y_.T,4
X170877903031220_Y_.T,0
X170877903293870_Y_.T,8
X170877915880181_Y_.T,6
X170877915905459_Y_.T,5
X170877915913443_Y_.T,5
X170877934483253_Y_.T,4
X170877934496990_Y_.T,8
X170877934516083_Y_.T,0
X170877934844765_Y_.T,2
X191026787401078_Y_.T,2
X191026788251485_Y_.T,0
X191026802047915_Y_.T,2
X191026802317148_Y_.T,1
X191026802407779_Y_.T,4
X191026814892469_Y_.T,4
X191026815231924_Y_.T,0
X191026833573812_Y_.T,8
X191026834333108_Y_.T,5
X191026834357036_Y_.T,5
X191080742995700_Y_.T,4
X191080743426805_Y_.T,12
X191080757868909_Y_.T,0
X191080757901749_Y_.T,1
X191096714870187_Y_.T,0
X191096715066284_Y_.T,4
X191096715336437_Y_.T,4
X191096715364276_Y_.T,0
X191096729553315_Y_.T,1
X191096730110252_Y_.T,7
X191096730311412_Y_.T,1
X191096730340132_Y_.T,1
X191096742111078_Y_.T,5
X191096742165340_Y_.T,11
X191096742336806_Y_.T,0
X191096742962923_Y_.T,1
X191096761014061_Y_.T,8
X191096761207156_Y_.T,1
X191096761473891_Y_.T,1
X191210531547995_Y_.T,0
X191210531732789_Y_.T,1
X191210531744548_Y_.T,0
X191210531744620_Y_.T,0
X191210546739563_Y_.T,0
X191210546908020_Y_.T,1
X191210559257372_Y_.T,1
X191210577651998_Y_.T,0
X191210578430261_Y_.T,5
X191215631755038_Y_.T,5
X191215631779637_Y_.T,0
X191215646435054_Y_.T,0
X191215646751075_Y_.T,5
X191215646919604_Y_.T,1
X191215677922100_Y_.T,1
X191215677951331_Y_.T,0
X191215678184180_Y_.T,8
X191215678380843_Y_.T,2
X191215678471596_Y_.T,8
X191226652871515_Y_.T,1
X191226683747253_Y_.T,4
X191226684238619_Y_.T,10
X191226684331813_Y_.T,1
X191553860430635_Y_.T,4
X191553860689308_Y_.T,0
X191553861208486_Y_.T,5
X191553875078062_Y_.T,4
X191553875634980_Y_.T,1
X191553875655403_Y_.T,0
X191553887714677_Y_.T,5
X191553888511731_Y_.T,5
X191553906633012_Y_.T,5
X191553906797923_Y_.T,2
X191553907379036_Y_.T,0
X191576424236909_Y_.T,1
X191576424494822_Y_.T,9
X191576436554163_Y_.T,6
X191576436598580_Y_.T,0
X191576455170483_Y_.T,0
X191576455204275_Y_.T,2
X191645396950365_Y_.T,9
X191645397400499_Y_.T,4
X191645397700004_Y_.T,0
X191645411620652_Y_.T,1
X191645411887525_Y_.T,8
X191645412452662_Y_.T,8
X191645424172395_Y_.T,1
X191645424184115_Y_.T,4
X191645424245988_Y_.T,3
X191645424969582_Y_.T,0
X191645443090739_Y_.T,4
X191645443283379_Y_.T,5
X191645443317099_Y_.T,4
X191645443902813_Y_.T,4
X191645443906340_Y_.T,8
