gene,sample_id,count
GENE_0027,S15,31
GENE_0460,S15,5
GENE_0247,S15,14
GENE_0231,S15,14
GENE_0061,S15,9
GENE_0286,S15,48
GENE_0162,S15,33
GENE_0270,S15,15
GENE_0157,S15,10
GENE_0315,S15,9
GENE_0062,S15,5
GENE_0244,S15,2
GENE_0123,S15,63
GENE_0470,S15,3
GENE_0462,S15,2
GENE_0284,S15,1
GENE_0025,S15,6
GENE_0221,S15,8
GENE_0189,S15,83
GENE_0334,S15,49
GENE_0000,S15,17
GENE_0259,S15,100
GENE_0117,S15,25
GENE_0480,S15,12
GENE_0010,S15,1
GENE_0099,S15,111
GENE_0449,S15,9
GENE_0149,S15,1
GENE_0165,S15,56
GENE_0262,S15,153
GENE_0407,S15,48
GENE_0388,S15,6
GENE_0443,S15,28
GENE_0127,S15,22
GENE_0055,S15,15
GENE_0363,S15,15
GENE_0455,S15,5
GENE_0145,S15,12
GENE_0346,S15,3
GENE_0436,S15,4
GENE_0168,S15,2
GENE_0288,S15,5
GENE_0252,S15,10
GENE_0142,S15,4
GENE_0089,S15,4
GENE_0051,S15,42
GENE_0413,S15,28
GENE_0177,S15,2
GENE_0240,S15,8
GENE_0478,S15,28
GENE_0186,S15,1
GENE_0088,S15,21
GENE_0439,S15,33
GENE_0344,S15,6
GENE_0007,S15,14
GENE_0411,S15,1
GENE_0105,S15,8
GENE_0429,S15,19
GENE_0256,S15,5
GENE_0394,S15,15
GENE_0140,S15,12
GENE_0203,S15,37
GENE_0098,S15,21
GENE_0376,S15,112
GENE_0064,S15,15
GENE_0497,S15,4
GENE_0481,S15,9
GENE_0498,S15,11
GENE_0215,S15,7
GENE_0431,S15,18
GENE_0017,S15,0
GENE_0491,S15,5
GENE_0235,S15,7
GENE_0368,S15,46
GENE_0173,S15,6
GENE_0009,S15,9
GENE_0311,S15,6
GENE_0412,S15,27
GENE_0257,S15,16
GENE_0006,S15,30
GENE_0357,S15,2
GENE_0094,S15,13
GENE_0199,S15,4
GENE_0156,S15,39
GENE_0396,S15,4
GENE_0014,S15,26
GENE_0392,S15,49
GENE_0263,S15,17
GENE_0325,S15,13
GENE_0056,S15,5
GENE_0139,S15,29
GENE_0330,S15,2
GENE_0131,S15,39
GENE_0451,S15,126
GENE_0332,S15,7
GENE_0083,S15,5
GENE_0494,S15,11
GENE_0425,S15,110
GENE_0041,S15,3
GENE_0220,S15,61
GENE_0211,S15,77
GENE_0176,S15,9
GENE_0418,S15,16
GENE_0345,S15,57
GENE_0193,S15,6
GENE_0472,S15,9
GENE_0393,S15,9
GENE_0106,S15,3
GENE_0121,S15,7
GENE_0050,S15,7
GENE_0024,S15,13
GENE_0073,S15,11
GENE_0266,S15,18
GENE_0184,S15,4
GENE_0124,S15,23
GENE_0016,S15,23
GENE_0214,S15,2
GENE_0379,S15,18
GENE_0082,S15,46
GENE_0002,S15,5
GENE_0369,S15,36
GENE_0047,S15,20
GENE_0338,S15,2
GENE_0243,S15,9
GENE_0180,S15,15
GENE_0422,S15,8
GENE_0223,S15,10
GENE_0197,S15,3
GENE_0342,S15,19
GENE_0013,S15,6
GENE_0434,S15,10
GENE_0273,S15,5
GENE_0227,S15,5
GENE_0078,S15,48
GENE_0362,S15,33
GENE_0380,S15,14
GENE_0271,S15,3
GENE_0115,S15,10
GENE_0441,S15,30
GENE_0459,S15,20
GENE_0077,S15,101
GENE_0011,S15,16
GENE_0063,S15,7
GENE_0493,S15,9
GENE_0226,S15,20
GENE_0060,S15,11
GENE_0181,S15,20
GENE_0261,S15,47
GENE_0040,S15,19
GENE_0294,S15,3
GENE_0092,S15,0
GENE_0410,S15,16
GENE_0485,S15,1
GENE_0255,S15,0
GENE_0192,S15,15
GENE_0377,S15,122
GENE_0042,S15,5
GENE_0486,S15,25
GENE_0290,S15,14
GENE_0421,S15,13
GENE_0295,S15,17
GENE_0154,S15,11
GENE_0072,S15,7
GENE_0438,S15,29
GENE_0287,S15,15
GENE_0384,S15,31
GENE_0414,S15,10
GENE_0195,S15,7
GENE_0103,S15,23
GENE_0185,S15,7
GENE_0171,S15,15
GENE_0364,S15,9
GENE_0458,S15,39
GENE_0479,S15,21
GENE_0352,S15,16
GENE_0303,S15,37
GENE_0034,S15,75
GENE_0150,S15,32
GENE_0015,S15,8
GENE_0035,S15,3
GENE_0339,S15,1
GENE_0182,S15,8
GENE_0175,S15,4
GENE_0467,S15,13
GENE_0314,S15,21
GENE_0132,S15,20
GENE_0107,S15,12
GENE_0019,S15,29
GENE_0403,S15,17
GENE_0484,S15,2
GENE_0483,S15,3
GENE_0219,S15,15
GENE_0471,S15,6
GENE_0057,S15,25
GENE_0170,S15,83
GENE_0218,S15,35
GENE_0430,S15,6
GENE_0065,S15,75
GENE_0337,S15,11
GENE_0301,S15,14
GENE_0336,S15,6
GENE_0277,S15,10
GENE_0191,S15,7
GENE_0003,S15,23
GENE_0474,S15,16
GENE_0084,S15,3
GENE_0085,S15,20
GENE_0190,S15,49
GENE_0194,S15,28
GENE_0432,S15,6
GENE_0167,S15,2
GENE_0108,S15,34
GENE_0080,S15,2
GENE_0267,S15,13
GENE_0102,S15,4
GENE_0225,S15,2
GENE_0444,S15,27
GENE_0116,S15,17
GENE_0296,S15,7
GENE_0323,S15,0
GENE_0143,S15,5
GENE_0489,S15,22
GENE_0307,S15,6
GENE_0031,S15,14
GENE_0285,S15,10
GENE_0419,S15,22
GENE_0487,S15,11
GENE_0395,S15,6
GENE_0053,S15,50
GENE_0234,S15,10
GENE_0097,S15,12
GENE_0222,S15,6
GENE_0464,S15,10
GENE_0387,S15,1
GENE_0374,S15,4
GENE_0158,S15,70
GENE_0118,S15,0
GENE_0268,S15,4
GENE_0275,S15,77
GENE_0067,S15,16
GENE_0358,S15,2
GENE_0260,S15,37
GENE_0026,S15,3
GENE_0381,S15,105
GENE_0095,S15,16
GENE_0456,S15,8
GENE_0463,S15,178
GENE_0468,S15,9
GENE_0448,S15,16
GENE_0401,S15,33
GENE_0242,S15,46
GENE_0114,S15,65
GENE_0331,S15,18
GENE_0469,S15,6
GENE_0324,S15,21
GENE_0045,S15,3
GENE_0074,S15,82
GENE_0354,S15,26
GENE_0397,S15,8
GENE_0328,S15,22
GENE_0136,S15,3
GENE_0224,S15,7
GENE_0391,S15,44
GENE_0076,S15,11
GENE_0361,S15,9
GENE_0405,S15,19
GENE_0329,S15,18
GENE_0428,S15,44
GENE_0280,S15,29
GENE_0402,S15,6
GENE_0246,S15,2
GENE_0327,S15,37
GENE_0087,S15,10
GENE_0229,S15,10
GENE_0258,S15,53
GENE_0187,S15,17
GENE_0141,S15,12
GENE_0488,S15,147
GENE_0450,S15,4
GENE_0020,S15,122
GENE_0426,S15,3
GENE_0251,S15,15
GENE_0238,S15,84
GENE_0023,S15,16
GENE_0371,S15,8
GENE_0299,S15,31
GENE_0300,S15,10
GENE_0036,S15,5
GENE_0499,S15,9
GENE_0283,S15,2
GENE_0382,S15,128
GENE_0179,S15,2
GENE_0113,S15,4
GENE_0482,S15,18
GENE_0446,S15,8
GENE_0178,S15,45
GENE_0375,S15,32
GENE_0069,S15,2
GENE_0404,S15,10
GENE_0163,S15,25
GENE_0442,S15,11
GENE_0409,S15,69
GENE_0046,S15,16
GENE_0465,S15,25
GENE_0161,S15,14
GENE_0291,S15,17
GENE_0424,S15,16
GENE_0128,S15,5
GENE_0408,S15,15
GENE_0135,S15,7
GENE_0236,S15,5
GENE_0043,S15,16
GENE_0174,S15,44
GENE_0138,S15,12
GENE_0166,S15,54
GENE_0400,S15,46
GENE_0415,S15,7
GENE_0272,S15,137
GENE_0204,S15,18
GENE_0210,S15,1
GENE_0353,S15,48
GENE_0312,S15,11
GENE_0198,S15,45
GENE_0096,S15,12
GENE_0093,S15,14
GENE_0101,S15,6
GENE_0269,S15,10
GENE_0447,S15,15
GENE_0059,S15,5
GENE_0297,S15,17
GENE_0153,S15,80
GENE_0490,S15,16
GENE_0433,S15,7
GENE_0109,S15,13
GENE_0110,S15,40
GENE_0340,S15,8
GENE_0039,S15,6
GENE_0147,S15,15
GENE_0466,S15,3
GENE_0151,S15,22
GENE_0292,S15,12
GENE_0416,S15,12
GENE_0435,S15,5
GENE_0308,S15,11
GENE_0159,S15,33
GENE_0253,S15,10
GENE_0341,S15,75
GENE_0457,S15,10
GENE_0333,S15,26
GENE_0316,S15,28
GENE_0028,S15,2
GENE_0319,S15,3
GENE_0278,S15,2
GENE_0370,S15,42
GENE_0217,S15,9
GENE_0091,S15,196
GENE_0086,S15,10
GENE_0343,S15,15
GENE_0356,S16,3
GENE_0233,S16,11
GENE_0232,S16,80
GENE_0160,S16,32
GENE_0049,S16,7
GENE_0245,S16,42
GENE_0130,S16,34
GENE_0477,S16,26
GENE_0054,S16,14
GENE_0427,S16,13
GENE_0349,S16,24
GENE_0018,S16,16
GENE_0207,S16,45
GENE_0282,S16,18
GENE_0298,S16,45
GENE_0004,S16,7
GENE_0241,S16,37
GENE_0265,S16,13
GENE_0249,S16,98
GENE_0126,S16,4
GENE_0385,S16,55
GENE_0310,S16,15
GENE_0276,S16,6
GENE_0070,S16,6
GENE_0306,S16,6
GENE_0201,S16,23
GENE_0075,S16,22
GENE_0239,S16,11
GENE_0172,S16,18
GENE_0417,S16,92
GENE_0318,S16,38
GENE_0029,S16,24
GENE_0475,S16,11
GENE_0071,S16,14
GENE_0347,S16,18
GENE_0350,S16,7
GENE_0033,S16,11
GENE_0021,S16,2
GENE_0437,S16,22
GENE_0037,S16,29
GENE_0452,S16,3
GENE_0492,S16,43
GENE_0423,S16,5
GENE_0001,S16,8
GENE_0309,S16,14
GENE_0317,S16,22
GENE_0044,S16,80
GENE_0209,S16,11
GENE_0228,S16,38
GENE_0030,S16,15
GENE_0058,S16,8
GENE_0164,S16,20
GENE_0022,S16,27
GENE_0038,S16,7
GENE_0372,S16,50
GENE_0100,S16,131
GENE_0119,S16,6
GENE_0146,S16,19
GENE_0148,S16,15
GENE_0322,S16,21
GENE_0389,S16,5
GENE_0390,S16,10
GENE_0420,S16,5
GENE_0066,S16,32
GENE_0279,S16,16
GENE_0090,S16,3
GENE_0129,S16,18
GENE_0205,S16,2
GENE_0125,S16,35
GENE_0453,S16,4
GENE_0473,S16,8
GENE_0367,S16,7
GENE_0304,S16,6
GENE_0122,S16,63
GENE_0032,S16,8
GENE_0208,S16,20
GENE_0012,S16,16
GENE_0335,S16,14
GENE_0321,S16,9
GENE_0360,S16,6
GENE_0111,S16,45
GENE_0079,S16,6
GENE_0373,S16,0
GENE_0144,S16,5
GENE_0155,S16,68
GENE_0196,S16,21
GENE_0302,S16,3
GENE_0254,S16,5
GENE_0461,S16,4
GENE_0454,S16,90
GENE_0237,S16,20
GENE_0383,S16,9
GENE_0206,S16,28
GENE_0355,S16,13
GENE_0320,S16,11
GENE_0183,S16,19
GENE_0188,S16,6
GENE_0230,S16,12
GENE_0378,S16,24
GENE_0406,S16,12
GENE_0213,S16,40
GENE_0008,S16,15
GENE_0293,S16,9
GENE_0496,S16,1
GENE_0348,S16,29
GENE_0104,S16,15
GENE_0313,S16,33
GENE_0081,S16,2
GENE_0289,S16,128
GENE_0212,S16,5
GENE_0476,S16,34
GENE_0359,S16,1
GENE_0068,S16,30
GENE_0399,S16,6
GENE_0216,S16,10
GENE_0305,S16,71
GENE_0048,S16,9
GENE_0366,S16,13
GENE_0112,S16,32
GENE_0133,S16,19
GENE_0005,S16,24
GENE_0169,S16,8
GENE_0495,S16,104
GENE_0200,S16,12
GENE_0445,S16,11
GENE_0248,S16,32
GENE_0264,S16,38
GENE_0351,S16,39
GENE_0137,S16,35
GENE_0274,S16,3
GENE_0120,S16,41
GENE_0152,S16,2
GENE_0250,S16,13
GENE_0326,S16,7
GENE_0386,S16,16
GENE_0052,S16,16
GENE_0398,S16,14
GENE_0365,S16,20
GENE_0281,S16,50
GENE_0440,S16,40
GENE_0202,S16,3
GENE_0134,S16,34
GENE_0027,S16,34
GENE_0460,S16,5
GENE_0247,S16,20
GENE_0231,S16,34
GENE_0061,S16,12
GENE_0286,S16,63
GENE_0162,S16,34
GENE_0270,S16,9
GENE_0157,S16,8
GENE_0315,S16,9
GENE_0062,S16,3
GENE_0244,S16,8
GENE_0123,S16,54
GENE_0470,S16,4
GENE_0462,S16,4
GENE_0284,S16,3
GENE_0025,S16,6
GENE_0221,S16,5
GENE_0189,S16,86
GENE_0334,S16,29
GENE_0000,S16,5
GENE_0259,S16,132
GENE_0117,S16,31
GENE_0480,S16,11
GENE_0010,S16,3
GENE_0099,S16,199
GENE_0449,S16,4
GENE_0149,S16,1
GENE_0165,S16,59
GENE_0262,S16,114
GENE_0407,S16,60
GENE_0388,S16,16
GENE_0443,S16,40
GENE_0127,S16,29
GENE_0055,S16,24
GENE_0363,S16,29
GENE_0455,S16,16
GENE_0145,S16,17
GENE_0346,S16,3
GENE_0436,S16,9
GENE_0168,S16,7
GENE_0288,S16,2
GENE_0252,S16,4
GENE_0142,S16,6
GENE_0089,S16,13
GENE_0051,S16,47
GENE_0413,S16,48
GENE_0177,S16,1
GENE_0240,S16,5
GENE_0478,S16,24
GENE_0186,S16,9
GENE_0088,S16,24
GENE_0439,S16,37
GENE_0344,S16,0
GENE_0007,S16,5
GENE_0411,S16,1
GENE_0105,S16,7
GENE_0429,S16,27
GENE_0256,S16,1
GENE_0394,S16,11
GENE_0140,S16,13
GENE_0203,S16,14
GENE_0098,S16,19
GENE_0376,S16,69
GENE_0064,S16,13
GENE_0497,S16,5
GENE_0481,S16,17
GENE_0498,S16,17
GENE_0215,S16,12
GENE_0431,S16,13
GENE_0017,S16,1
GENE_0491,S16,3
GENE_0235,S16,4
GENE_0368,S16,22
GENE_0173,S16,5
GENE_0009,S16,12
GENE_0311,S16,2
GENE_0412,S16,31
GENE_0257,S16,12
GENE_0006,S16,62
GENE_0357,S16,4
GENE_0094,S16,15
GENE_0199,S16,4
GENE_0156,S16,53
GENE_0396,S16,8
GENE_0014,S16,18
GENE_0392,S16,64
GENE_0263,S16,10
GENE_0325,S16,11
GENE_0056,S16,5
GENE_0139,S16,20
GENE_0330,S16,7
GENE_0131,S16,29
GENE_0451,S16,133
GENE_0332,S16,11
GENE_0083,S16,5
GENE_0494,S16,3
GENE_0425,S16,194
GENE_0041,S16,9
GENE_0220,S16,72
GENE_0211,S16,72
GENE_0176,S16,9
GENE_0418,S16,24
GENE_0345,S16,79
GENE_0193,S16,8
GENE_0472,S16,3
GENE_0393,S16,8
GENE_0106,S16,3
GENE_0121,S16,4
GENE_0050,S16,0
GENE_0024,S16,20
GENE_0073,S16,8
GENE_0266,S16,21
GENE_0184,S16,4
GENE_0124,S16,28
GENE_0016,S16,34
GENE_0214,S16,1
GENE_0379,S16,21
GENE_0082,S16,35
GENE_0002,S16,5
GENE_0369,S16,38
GENE_0047,S16,27
GENE_0338,S16,5
GENE_0243,S16,20
GENE_0180,S16,17
GENE_0422,S16,9
GENE_0223,S16,14
GENE_0197,S16,3
GENE_0342,S16,10
GENE_0013,S16,4
GENE_0434,S16,9
GENE_0273,S16,13
GENE_0227,S16,6
GENE_0078,S16,27
GENE_0362,S16,28
GENE_0380,S16,22
GENE_0271,S16,7
GENE_0115,S16,11
GENE_0441,S16,27
GENE_0459,S16,10
GENE_0077,S16,171
GENE_0011,S16,16
GENE_0063,S16,8
GENE_0493,S16,5
GENE_0226,S16,14
GENE_0060,S16,9
GENE_0181,S16,18
GENE_0261,S16,42
GENE_0040,S16,5
GENE_0294,S16,3
GENE_0092,S16,3
GENE_0410,S16,14
GENE_0485,S16,3
GENE_0255,S16,0
GENE_0192,S16,27
GENE_0377,S16,185
GENE_0042,S16,4
GENE_0486,S16,25
GENE_0290,S16,12
GENE_0421,S16,15
GENE_0295,S16,16
GENE_0154,S16,6
GENE_0072,S16,13
GENE_0438,S16,28
GENE_0287,S16,6
GENE_0384,S16,21
GENE_0414,S16,8
GENE_0195,S16,8
GENE_0103,S16,21
GENE_0185,S16,4
GENE_0171,S16,13
GENE_0364,S16,12
GENE_0458,S16,29
GENE_0479,S16,30
GENE_0352,S16,15
GENE_0303,S16,30
GENE_0034,S16,41
GENE_0150,S16,13
GENE_0015,S16,8
GENE_0035,S16,2
GENE_0339,S16,13
GENE_0182,S16,10
GENE_0175,S16,5
GENE_0467,S16,16
GENE_0314,S16,9
GENE_0132,S16,21
GENE_0107,S16,12
GENE_0019,S16,21
GENE_0403,S16,9
GENE_0484,S16,2
GENE_0483,S16,1
GENE_0219,S16,10
GENE_0471,S16,4
GENE_0057,S16,27
GENE_0170,S16,59
GENE_0218,S16,42
GENE_0430,S16,9
GENE_0065,S16,50
GENE_0337,S16,13
GENE_0301,S16,7
GENE_0336,S16,2
GENE_0277,S16,2
GENE_0191,S16,6
GENE_0003,S16,27
GENE_0474,S16,10
GENE_0084,S16,8
GENE_0085,S16,18
GENE_0190,S16,41
GENE_0194,S16,20
GENE_0432,S16,7
GENE_0167,S16,3
GENE_0108,S16,26
GENE_0080,S16,1
GENE_0267,S16,10
GENE_0102,S16,7
GENE_0225,S16,1
GENE_0444,S16,18
GENE_0116,S16,24
GENE_0296,S16,4
GENE_0323,S16,0
GENE_0143,S16,9
GENE_0489,S16,26
GENE_0307,S16,1
GENE_0031,S16,13
GENE_0285,S16,11
GENE_0419,S16,38
GENE_0487,S16,11
GENE_0395,S16,4
GENE_0053,S16,28
GENE_0234,S16,12
GENE_0097,S16,5
GENE_0222,S16,23
GENE_0464,S16,7
GENE_0387,S16,8
GENE_0374,S16,7
GENE_0158,S16,59
GENE_0118,S16,4
GENE_0268,S16,2
GENE_0275,S16,52
GENE_0067,S16,6
GENE_0358,S16,7
GENE_0260,S16,35
GENE_0026,S16,12
GENE_0381,S16,96
GENE_0095,S16,25
GENE_0456,S16,8
GENE_0463,S16,171
GENE_0468,S16,10
GENE_0448,S16,24
GENE_0401,S16,32
GENE_0242,S16,46
GENE_0114,S16,68
GENE_0331,S16,10
GENE_0469,S16,6
GENE_0324,S16,21
GENE_0045,S16,7
GENE_0074,S16,68
GENE_0354,S16,9
GENE_0397,S16,12
GENE_0328,S16,21
GENE_0136,S16,3
GENE_0224,S16,5
GENE_0391,S16,65
GENE_0076,S16,1
GENE_0361,S16,3
GENE_0405,S16,15
GENE_0329,S16,60
GENE_0428,S16,20
GENE_0280,S16,23
GENE_0402,S16,8
GENE_0246,S16,6
GENE_0327,S16,68
GENE_0087,S16,2
GENE_0229,S16,10
GENE_0258,S16,38
GENE_0187,S16,33
GENE_0141,S16,14
GENE_0488,S16,149
GENE_0450,S16,7
GENE_0020,S16,95
GENE_0426,S16,9
GENE_0251,S16,9
GENE_0238,S16,36
GENE_0023,S16,35
GENE_0371,S16,32
GENE_0299,S16,18
GENE_0300,S16,9
GENE_0036,S16,4
GENE_0499,S16,4
GENE_0283,S16,2
GENE_0382,S16,115
GENE_0179,S16,2
GENE_0113,S16,7
GENE_0482,S16,16
GENE_0446,S16,10
GENE_0178,S16,29
GENE_0375,S16,31
GENE_0069,S16,8
GENE_0404,S16,7
GENE_0163,S16,9
GENE_0442,S16,9
GENE_0409,S16,54
GENE_0046,S16,16
GENE_0465,S16,19
GENE_0161,S16,28
GENE_0291,S16,35
GENE_0424,S16,13
GENE_0128,S16,8
GENE_0408,S16,15
GENE_0135,S16,6
GENE_0236,S16,10
GENE_0043,S16,19
GENE_0174,S16,43
GENE_0138,S16,17
GENE_0166,S16,52
GENE_0400,S16,107
GENE_0415,S16,12
GENE_0272,S16,144
GENE_0204,S16,15
GENE_0210,S16,4
GENE_0353,S16,24
GENE_0312,S16,22
GENE_0198,S16,39
GENE_0096,S16,36
GENE_0093,S16,5
GENE_0101,S16,4
GENE_0269,S16,10
GENE_0447,S16,10
GENE_0059,S16,6
GENE_0297,S16,21
GENE_0153,S16,43
GENE_0490,S16,16
GENE_0433,S16,0
GENE_0109,S16,19
GENE_0110,S16,44
GENE_0340,S16,4
GENE_0039,S16,14
GENE_0147,S16,11
GENE_0466,S16,8
GENE_0151,S16,19
GENE_0292,S16,19
GENE_0416,S16,20
GENE_0435,S16,8
GENE_0308,S16,7
GENE_0159,S16,27
GENE_0253,S16,11
GENE_0341,S16,64
GENE_0457,S16,19
GENE_0333,S16,17
GENE_0316,S16,29
GENE_0028,S16,1
GENE_0319,S16,1
GENE_0278,S16,1
GENE_0370,S16,26
GENE_0217,S16,9
GENE_0091,S16,136
GENE_0086,S16,6
GENE_0343,S16,25
GENE_0356,S17,5
GENE_0233,S17,6
GENE_0232,S17,68
GENE_0160,S17,23
GENE_0049,S17,5
GENE_0245,S17,36
GENE_0130,S17,48
GENE_0477,S17,25
GENE_0054,S17,9
GENE_0427,S17,15
GENE_0349,S17,32
GENE_0018,S17,12
GENE_0207,S17,42
GENE_0282,S17,13
GENE_0298,S17,39
GENE_0004,S17,7
GENE_0241,S17,43
GENE_0265,S17,6
GENE_0249,S17,73
GENE_0126,S17,5
GENE_0385,S17,67
GENE_0310,S17,25
GENE_0276,S17,5
GENE_0070,S17,6
GENE_0306,S17,13
GENE_0201,S17,22
GENE_0075,S17,16
GENE_0239,S17,5
GENE_0172,S17,21
GENE_0417,S17,80
GENE_0318,S17,28
GENE_0029,S17,19
GENE_0475,S17,10
GENE_0071,S17,12
GENE_0347,S17,31
GENE_0350,S17,8
GENE_0033,S17,8
GENE_0021,S17,2
GENE_0437,S17,19
GENE_0037,S17,24
GENE_0452,S17,12
GENE_0492,S17,55
GENE_0423,S17,6
GENE_0001,S17,5
GENE_0309,S17,23
GENE_0317,S17,43
GENE_0044,S17,65
GENE_0209,S17,11
GENE_0228,S17,35
GENE_0030,S17,12
GENE_0058,S17,5
GENE_0164,S17,47
GENE_0022,S17,16
GENE_0038,S17,2
GENE_0372,S17,70
GENE_0100,S17,124
GENE_0119,S17,9
GENE_0146,S17,17
GENE_0148,S17,18
GENE_0322,S17,16
GENE_0389,S17,9
GENE_0390,S17,7
GENE_0420,S17,8
GENE_0066,S17,39
GENE_0279,S17,22
GENE_0090,S17,7
GENE_0129,S17,24
GENE_0205,S17,0
GENE_0125,S17,41
GENE_0453,S17,3
GENE_0473,S17,16
GENE_0367,S17,1
GENE_0304,S17,3
GENE_0122,S17,28
GENE_0032,S17,6
GENE_0208,S17,27
GENE_0012,S17,9
GENE_0335,S17,20
GENE_0321,S17,22
GENE_0360,S17,1
GENE_0111,S17,45
GENE_0079,S17,9
GENE_0373,S17,4
GENE_0144,S17,5
GENE_0155,S17,49
GENE_0196,S17,28
GENE_0302,S17,12
GENE_0254,S17,10
GENE_0461,S17,10
GENE_0454,S17,93
GENE_0237,S17,24
GENE_0383,S17,18
GENE_0206,S17,34
GENE_0355,S17,19
GENE_0320,S17,9
GENE_0183,S17,12
GENE_0188,S17,21
GENE_0230,S17,10
GENE_0378,S17,32
GENE_0406,S17,15
GENE_0213,S17,18
GENE_0008,S17,7
GENE_0293,S17,12
GENE_0496,S17,2
GENE_0348,S17,28
GENE_0104,S17,21
GENE_0313,S17,29
GENE_0081,S17,1
GENE_0289,S17,119
GENE_0212,S17,5
GENE_0476,S17,35
GENE_0359,S17,7
GENE_0068,S17,25
GENE_0399,S17,1
GENE_0216,S17,7
GENE_0305,S17,126
GENE_0048,S17,6
GENE_0366,S17,11
GENE_0112,S17,28
GENE_0133,S17,23
GENE_0005,S17,10
GENE_0169,S17,19
GENE_0495,S17,128
GENE_0200,S17,12
GENE_0445,S17,19
GENE_0248,S17,29
GENE_0264,S17,30
GENE_0351,S17,45
GENE_0137,S17,26
GENE_0274,S17,4
GENE_0120,S17,49
GENE_0152,S17,1
GENE_0250,S17,14
GENE_0326,S17,3
GENE_0386,S17,10
GENE_0052,S17,19
GENE_0398,S17,16
GENE_0365,S17,17
GENE_0281,S17,77
GENE_0440,S17,34
GENE_0202,S17,18
GENE_0134,S17,30
GENE_0027,S17,43
GENE_0460,S17,2
GENE_0247,S17,9
GENE_0231,S17,13
GENE_0061,S17,12
GENE_0286,S17,57
GENE_0162,S17,47
GENE_0270,S17,12
GENE_0157,S17,15
GENE_0315,S17,15
GENE_0062,S17,5
GENE_0244,S17,3
GENE_0123,S17,96
GENE_0470,S17,11
GENE_0462,S17,9
GENE_0284,S17,5
GENE_0025,S17,12
GENE_0221,S17,5
GENE_0189,S17,52
GENE_0334,S17,48
GENE_0000,S17,6
GENE_0259,S17,68
GENE_0117,S17,40
GENE_0480,S17,12
GENE_0010,S17,3
GENE_0099,S17,120
GENE_0449,S17,0
GENE_0149,S17,5
GENE_0165,S17,50
GENE_0262,S17,128
GENE_0407,S17,52
GENE_0388,S17,14
GENE_0443,S17,17
GENE_0127,S17,20
GENE_0055,S17,27
GENE_0363,S17,16
GENE_0455,S17,20
GENE_0145,S17,14
GENE_0346,S17,4
GENE_0436,S17,14
GENE_0168,S17,2
GENE_0288,S17,13
GENE_0252,S17,4
GENE_0142,S17,6
GENE_0089,S17,9
GENE_0051,S17,66
GENE_0413,S17,48
GENE_0177,S17,3
GENE_0240,S17,7
GENE_0478,S17,31
GENE_0186,S17,3
GENE_0088,S17,30
GENE_0439,S17,56
GENE_0344,S17,3
GENE_0007,S17,11
GENE_0411,S17,1
GENE_0105,S17,6
GENE_0429,S17,10
GENE_0256,S17,1
GENE_0394,S17,15
GENE_0140,S17,13
GENE_0203,S17,23
GENE_0098,S17,11
GENE_0376,S17,72
GENE_0064,S17,17
GENE_0497,S17,7
GENE_0481,S17,15
GENE_0498,S17,25
GENE_0215,S17,15
GENE_0431,S17,9
GENE_0017,S17,4
GENE_0491,S17,4
GENE_0235,S17,1
GENE_0368,S17,30
GENE_0173,S17,0
GENE_0009,S17,7
GENE_0311,S17,12
GENE_0412,S17,18
GENE_0257,S17,12
GENE_0006,S17,40
GENE_0357,S17,8
GENE_0094,S17,15
GENE_0199,S17,5
GENE_0156,S17,45
GENE_0396,S17,6
GENE_0014,S17,18
GENE_0392,S17,34
GENE_0263,S17,13
GENE_0325,S17,20
GENE_0056,S17,13
GENE_0139,S17,30
GENE_0330,S17,9
GENE_0131,S17,26
GENE_0451,S17,133
GENE_0332,S17,4
GENE_0083,S17,5
GENE_0494,S17,10
GENE_0425,S17,129
GENE_0041,S17,3
GENE_0220,S17,81
GENE_0211,S17,64
GENE_0176,S17,14
GENE_0418,S17,21
GENE_0345,S17,64
GENE_0193,S17,15
GENE_0472,S17,19
GENE_0393,S17,5
GENE_0106,S17,4
GENE_0121,S17,10
GENE_0050,S17,1
GENE_0024,S17,10
GENE_0073,S17,5
GENE_0266,S17,23
GENE_0184,S17,3
GENE_0124,S17,13
GENE_0016,S17,33
GENE_0214,S17,2
GENE_0379,S17,15
GENE_0082,S17,73
GENE_0002,S17,2
GENE_0369,S17,81
GENE_0047,S17,22
GENE_0338,S17,4
GENE_0243,S17,15
GENE_0180,S17,21
GENE_0422,S17,14
GENE_0223,S17,6
GENE_0197,S17,1
GENE_0342,S17,22
GENE_0013,S17,2
GENE_0434,S17,4
GENE_0273,S17,3
GENE_0227,S17,6
GENE_0078,S17,17
GENE_0362,S17,57
GENE_0380,S17,24
GENE_0271,S17,3
GENE_0115,S17,7
GENE_0441,S17,33
GENE_0459,S17,14
GENE_0077,S17,130
GENE_0011,S17,24
GENE_0063,S17,12
GENE_0493,S17,8
GENE_0226,S17,20
GENE_0060,S17,13
GENE_0181,S17,34
GENE_0261,S17,49
GENE_0040,S17,15
GENE_0294,S17,1
GENE_0092,S17,0
GENE_0410,S17,14
GENE_0485,S17,2
GENE_0255,S17,2
GENE_0192,S17,14
GENE_0377,S17,180
GENE_0042,S17,6
GENE_0486,S17,31
GENE_0290,S17,17
GENE_0421,S17,8
GENE_0295,S17,35
GENE_0154,S17,9
GENE_0072,S17,15
GENE_0438,S17,19
GENE_0287,S17,4
