cell,cell_type,sample_type
X236639654701291.N,Effector/Memory CD4+ T cells,N
X236650077567788.N,Pro-angiogenesis Macrophage,N
X236650077731766.N,Pro-angiogenesis Macrophage,N
X236650092477238.N,Macrophage,N
X236768070069091.N,Phagocytosis Macrophage,N
X236768070121717.N,Blood Cell,N
X236768070155564.N,Natural killer cell,N
X236768082192307.N,Naive CD4+ T cells,N
X236768082479853.N,Any Cell,N
X236768082679654.N,Pro-angiogenesis Macrophage,N
X236768101559198.N,Pro-angiogenesis Macrophage,N
X236785369298851.N,Pro-angiogenesis Macrophage,N
X236846706748196.N,Endothelial Cells,N
X236846707264932.N,Effector/Memory CD4+ T cells,N
X236846721161966.N,T or NK Cell,N
X236846733748980.N,Natural killer cell,N
X236846734568283.N,Effector/Memory CD4+ T cells,N
X236846734589347.N,Pro-angiogenesis Macrophage,N
X236846752909669.N,Macrophage,N
X239382616303981.N,Natural killer cell,N
X239382616566635.N,Pro-angiogenesis Macrophage,N
X239382617057508.N,Normal Fibroblast,N
X239382631140660.N,Pro-angiogenesis Macrophage,N
X239382643759468.N,Endothelial Cells,N
X239382643796716.N,Any Cell,N
X239382644312861.N,Pro-angiogenesis Macrophage,N
X239382662933276.N,Natural killer cell,N
X239391475452333.N,Pro-angiogenesis Macrophage,N
X239391489256222.N,Pro-angiogenesis Macrophage,N
X239391489509173.N,Pro-angiogenesis Macrophage,N
X239391501831012.N,Effector/Memory CD8+ T cells,N
X239391501929390.N,Pro-angiogenesis Macrophage,N
X239391502350636.N,Pro-angiogenesis Macrophage,N
X239391502617323.N,Effector/Memory CD4+ T cells,N
X239391521326899.N,Pro-angiogenesis Macrophage,N
X239407446551349.N,Pro-angiogenesis Macrophage,N
X239407446574836.N,cDC2,N
X239407447095084.N,Natural killer cell,N
X239407461420340.N,Macrophage,N
X239407474596595.N,Effector/Memory CD8+ T cells,N
X239407492950813.N,Pro-angiogenesis Macrophage,N
X239408788655534.N,Pro-inflammatory Macrophage,N
X239408789014325.N,Effector/Memory CD8+ T cells,N
X239408789436212.N,Macrophage,N
X239408803331483.N,Endothelial Cells,N
X239408803343278.N,Effector/Memory CD4+ T cells,N
X239408803364085.N,Pro-angiogenesis Macrophage,N
X239408803441379.N,Pro-angiogenesis Macrophage,N
X239408803952883.N,Pro-angiogenesis Macrophage,N
X239408804120990.N,Pro-angiogenesis Macrophage,N
X239408804182365.N,Macrophage,N
X239408815978221.N,Pro-angiogenesis Macrophage,N
X239408816249254.N,Pro-angiogenesis Macrophage,N
X239408816253725.N,Macrophage,N
X239408816744878.N,Effector/Memory CD4+ T cells,N
X239408834792307.N,CD4 or CD8 T cell,N
X239408835091747.N,Pro-angiogenesis Macrophage,N
X239408835122931.N,Pro-angiogenesis Macrophage,N
X239408835418420.N,Effector/Memory CD4+ T cells,N
X239448263411933.N,Pro-angiogenesis Macrophage,N
X239448263702948.N,Natural killer cell,N
X239448263978205.N,Pro-angiogenesis Macrophage,N
X239448264133492.N,Pro-angiogenesis Macrophage,N
X239448264198948.N,Pro-angiogenesis Macrophage,N
X239448276548830.N,Lung Cancer Cell,N
X239448295070510.N,Pro-angiogenesis Macrophage,N
X239448295660891.N,Natural killer cell,N
X239458061306213.N,Pro-angiogenesis Macrophage,N
X239458061310685.N,Pro-inflammatory Macrophage,N
X239458061564716.N,Effector/Memory CD4+ T cells,N
X239458073888494.N,Pro-angiogenesis Macrophage,N
X239458073925534.N,Pro-angiogenesis Macrophage,N
X239458092796660.N,Pro-angiogenesis Macrophage,N
X239458092805406.N,Pro-angiogenesis Macrophage,N
X239468515802419.N,Blood Cell,N
X239468516068197.N,Macrophage,N
X239468516326238.N,cDC1,N
X239468530490779.N,Pro-angiogenesis Macrophage,N
X239468530558748.N,Pro-angiogenesis Macrophage,N
X239468531010270.N,Naive CD4+ T cells,N
X239468542846822.N,Non Blood Cell,N
X239468562201885.N,Pro-angiogenesis Macrophage,N
X239475360652581.N,Natural killer cell,N
X239475361003294.N,Effector/Memory CD4+ T cells,N
X239475361004957.N,Pro-angiogenesis Macrophage,N
X239475361470765.N,Effector/Memory CD4+ T cells,N
X239475375659437.N,Pro-angiogenesis Macrophage,N
X239475375848860.N,Natural killer cell,N
X239475387984604.N,Pro-angiogenesis Macrophage,N
X239475388471142.N,Pro-angiogenesis Macrophage,N
X239475388733668.N,Pro-angiogenesis Macrophage,N
X239475407406949.N,Pro-inflammatory Macrophage,N
X239477239703787.N,Naive CD4+ T cells,N
X239477254441390.N,Effector/Memory CD4+ T cells,N
X239477267483053.N,Natural killer cell,N
X239477286430564.N,Pro-angiogenesis Macrophage,N
X239477286718172.N,Effector/Memory CD4+ T cells,N
X239587849787747.N,Blood Cell,N
X239587850369757.N,Lung Cancer Cell,N
X239587862928229.N,Natural killer cell,N
X239587881508259.N,Pro-inflammatory Macrophage,N
X239596290849517.N,Effector/Memory CD8+ T cells,N
X239596305799988.N,Blood Cell,N
X239596306351918.N,Pro-angiogenesis Macrophage,N
X239596318113077.N,Pro-angiogenesis Macrophage,N
X239596318185758.N,Effector/Memory CD4+ T cells,N
X239596337551133.N,Natural killer cell,N
X239932640716662.N,Pro-angiogenesis Macrophage,N
X239932641012580.N,Pro-angiogenesis Macrophage,N
X239932655233254.N,Naive CD4+ T cells,N
X239932655917862.N,Effector/Memory CD8+ T cells,N
X239932656012659.N,Pro-angiogenesis Macrophage,N
X239932667804508.N,Lung Cancer Cell,N
X239932668501283.N,Pro-angiogenesis Macrophage,N
X239932668532588.N,Pro-angiogenesis Macrophage,N
X239932687215028.N,Pro-angiogenesis Macrophage,N
X239946733579037.N,Effector/Memory CD8+ T cells,N
X239946734103781.N,Pro-angiogenesis Macrophage,N
X239946748287707.N,Effector/Memory CD4+ T cells,N
X239946748312939.N,Natural killer cell,N
X239946748577645.N,Macrophage,N
X239946748775149.N,Pro-angiogenesis Macrophage,N
X239946748869981.N,Pro-angiogenesis Macrophage,N
X239946760869675.N,Natural killer cell,N
X239946779773811.N,Pro-angiogenesis Macrophage,N
X240001494142382.N,Pro-angiogenesis Macrophage,N
X240001494510308.N,Macrophage,N
X240001494727413.N,Pro-angiogenesis Macrophage,N
X240001494964468.N,Effector/Memory CD4+ T cells,N
X240001521408422.N,Mast cell,N
X240001522232741.N,Phagocytosis Macrophage,N
X240001540610804.N,Pro-angiogenesis Macrophage,N
X240001540868334.N,Pro-angiogenesis Macrophage,N
X240094641342773.N,Macrophage,N
X240094642092398.N,Lung Cancer Cell,N
X240094656751979.N,Pro-angiogenesis Macrophage,N
X240094668540710.N,Pro-angiogenesis Macrophage,N
X240094668613556.N,Effector/Memory CD4+ T cells,N
X240094668842870.N,Pro-angiogenesis Macrophage,N
X240094687481126.N,Pro-angiogenesis Macrophage,N
X240094688233774.N,Macrophage,N
X240136785907053.N,Effector/Memory CD4+ T cells,N
X240136785935267.N,Endothelial Cells,N
X240136800324326.N,Effector/Memory CD4+ T cells,N
X240136800619740.N,Natural killer cell,N
X240136800880541.N,Effector/Memory CD4+ T cells,N
X240136801107230.N,Pro-angiogenesis Macrophage,N
X240136801180388.N,Macrophage,N
X240136813202333.N,Effector/Memory CD8+ T cells,N
X240136813209462.N,Lung Cancer Cell,N
X240136813234100.N,Pro-angiogenesis Macrophage,N
X240136832071518.N,Pro-angiogenesis Macrophage,N
X240154771666804.N,Lung Cancer Cell,N
X240154798941931.N,Pro-angiogenesis Macrophage,N
X240154817284531.N,Pro-angiogenesis Macrophage,N
X240154817542365.N,Pro-angiogenesis Macrophage,N
X240161213573427.N,Effector/Memory CD4+ T cells,N
X240161214056861.N,Effector/Memory CD4+ T cells,N
X240161240562550.N,Pro-angiogenesis Macrophage,N
X240161240575219.N,Natural killer cell,N
X240161241021229.N,Natural killer cell,N
X240161241283829.N,Macrophage,N
X240161259411750.N,Pro-angiogenesis Macrophage,N
X240161259673508.N,CD4 or CD8 T cell,N
X240161259711859.N,Natural killer cell,N
X240161259907429.N,Effector/Memory CD4+ T cells,N
X240482262571427.N,Effector/Memory CD4+ T cells,N
X240482276990310.N,Natural killer cell,N
X240482277346589.N,Pro-angiogenesis Macrophage,N
X240482289347316.N,Pro-angiogenesis Macrophage,N
X240482289629987.N,Effector/Memory CD4+ T cells,N
X240482289675555.N,Effector/Memory CD4+ T cells,N
X240482289826668.N,Pro-angiogenesis Macrophage,N
X240482308188067.N,Pro-angiogenesis Macrophage,N
X240482308446502.N,Effector/Memory CD4+ T cells,N
X240482308745518.N,Pro-angiogenesis Macrophage,N
X240490717822379.N,Pro-angiogenesis Macrophage,N
X240490718325604.N,Natural killer cell,N
X240490733231460.N,Pro-angiogenesis Macrophage,N
X240490745588003.N,Effector/Memory CD4+ T cells,N
X240490745806069.N,Natural killer cell,N
X240490764000037.N,Natural killer cell,N
X240490764495644.N,Blood Cell,N
X240490764516262.N,Phagocytosis Macrophage,N
X240490764688805.N,Pro-angiogenesis Macrophage,N
X240498369018222.N,Natural killer cell,N
X240498382920107.N,Non Blood Cell,N
X240498383181612.N,Pro-angiogenesis Macrophage,N
X240498383637934.N,Natural killer cell,N
X240498383678387.N,Pro-inflammatory Macrophage,N
X240498395692275.N,Macrophage,N
X240498396056998.N,Pro-angiogenesis Macrophage,N
X240498396289270.N,CD8 T or NK cell,N
X240498414312366.N,Effector/Memory CD4+ T cells,N
X240498414368694.N,Pro-angiogenesis Macrophage,N
X240498414832045.N,Pro-inflammatory Macrophage,N
X240617688577907.N,Pro-angiogenesis Macrophage,N
X240617702677915.N,Pro-angiogenesis Macrophage,N
X240617702996701.N,Blood Cell,N
X240617703295717.N,Pro-angiogenesis Macrophage,N
X240617715874165.N,cDC2,N
X240617733908277.N,CD8+ T cell,N
X240617734166436.N,Effector/Memory CD8+ T cells,N
X240617734715246.N,CD8 T or NK cell,N
X240634599683958.N,Effector/Memory CD4+ T cells,N
X240634613847979.N,Effector/Memory CD4+ T cells,N
X240634627315621.N,Naive CD4+ T cells,N
X240634645342005.N,Effector/Memory CD8+ T cells,N
X240634646157150.N,Pro-angiogenesis Macrophage,N
X241057653746100.N,Pro-angiogenesis Macrophage,N
X241057668230453.N,Blood Cell,N
X241057680964021.N,Effector/Memory CD4+ T cells,N
X241057681497509.N,Pro-angiogenesis Macrophage,N
X241057681525995.N,Endothelial Cells,N
X241057681566500.N,Effector/Memory CD4+ T cells,N
X241057699580852.N,Pro-angiogenesis Macrophage,N
X241057699941750.N,Macrophage,N
X241098858551086.N,Effector/Memory CD4+ T cells,N
X241098873026404.N,Pro-angiogenesis Macrophage,N
X241098873026974.N,Natural killer cell,N
X241098886110043.N,Pro-angiogenesis Macrophage,N
X241098886335413.N,Effector/Memory CD8+ T cells,N
X241098904495982.N,Effector/Memory CD8+ T cells,N
X241098904791988.N,Macrophage,N
X241098905052909.N,Pro-angiogenesis Macrophage,N
X241098905303286.N,Mast cell,N
X241106375007030.N,Blood Cell,N
X241106375034733.N,Pro-angiogenesis Macrophage,N
X241106375096693.N,Pro-angiogenesis Macrophage,N
X241106389429678.N,Pro-angiogenesis Macrophage,N
X241106389953758.N,Pro-angiogenesis Macrophage,N
X241106402625459.N,Pro-angiogenesis Macrophage,N
X241106420655925.N,Pro-angiogenesis Macrophage,N
X241106421140787.N,Pro-angiogenesis Macrophage,N
X241114561821923.N,Effector/Memory CD4+ T cells,N
X241114561833781.N,Pro-angiogenesis Macrophage,N
X241114562090740.N,Blood Cell,N
X241114576467820.N,Effector/Memory CD4+ T cells,N
X241114576481206.N,Pro-angiogenesis Macrophage,N
X241114577287974.N,Macrophage,N
X241114589031734.N,Pro-angiogenesis Macrophage,N
X241114589096668.N,Pro-angiogenesis Macrophage,N
X241114608782195.N,Natural killer cell,N
X120703408884123.T,Exhausted CD8+ T cells,T
X120703409633700.T,Effector/Memory CD8+ T cells,T
X120703423507166.T,Natural killer cell,T
X120703423561070.T,Exhausted CD8+ T cells,T
X120703436306869.T,B Cell,T
X120703455743211.T,CD4+ T cell,T
X120726897449332.T,Effector/Memory CD8+ T cells,T
X120726924519771.T,Pro-angiogenesis Macrophage,T
X120726925012253.T,CD8+ T cell,T
X120726943030638.T,Macrophage,T
X120726943062310.T,B Cell,T
X120726943295348.T,B Cell,T
X120726943652148.T,CD4 or CD8 T cell,T
X120726943873325.T,Blood Cell,T
X120726943886116.T,CD8+ T cell,T
X120772933860661.T,Macrophage,T
X120772934429604.T,T regulatory cells,T
X120772948245419.T,Macrophage,T
X120772948610406.T,CD4+ T cell,T
X120772949039910.T,CD4+ T cell,T
X120772961623461.T,B Cell,T
X120772979742501.T,CD8+ T cell,T
X120772980329179.T,Effector/Memory CD8+ T cells,T
X120786758003550.T,Mast cell,T
X120786758102252.T,Phagocytosis Macrophage,T
X120786758326052.T,B Cell,T
X120786773228382.T,CD8+ T cell,T
X120786773470629.T,CD4+ T cell,T
X120786773535988.T,CAFadi,T
X120786785327924.T,CD4+ T cell,T
X120786785618654.T,Endothelial Cells,T
X120786785876707.T,B Cell,T
X120786786048244.T,Exhausted CD8+ T cells,T
X120786804128694.T,CD4 or CD8 T cell,T
X120786804227508.T,CD4 or CD8 T cell,T
X120786805017438.T,B Cell,T
X120797898622835.T,B Cell,T
X120797912742252.T,Pancreatic Cancer Cell,T
X120797912849835.T,Pro-angiogenesis Macrophage,T
X120797913299174.T,Exhausted CD8+ T cells,T
X120797913574771.T,B Cell,T
X120797925685038.T,Exhausted CD8+ T cells,T
X120797925690078.T,Exhausted CD8+ T cells,T
X120797926144238.T,Exhausted CD8+ T cells,T
X120797944540531.T,Macrophage,T
X120797944790261.T,Exhausted CD8+ T cells,T
X120864470153973.T,CD8+ T cell,T
X120864470396132.T,Exhausted CD8+ T cells,T
X120864470424284.T,CD8+ T cell,T
X120864470842292.T,CD8+ T cell,T
X120864484805038.T,B Cell,T
X120864497646371.T,Macrophage,T
X120864516823348.T,Exhausted CD8+ T cells,T
X121202296436531.T,Exhausted CD8+ T cells,T
X121202310863197.T,B Cell,T
X121202311060204.T,Pancreatic Cancer Cell,T
X121202323639604.T,B Cell,T
X121202323877107.T,Phagocytosis Macrophage,T
X121202342259059.T,B Cell,T
X121202342324532.T,CD8+ T cell,T
X121202343102387.T,CAFinfla,T
X121276786982315.T,B Cell,T
X121276787485998.T,Tfh/Th1 helper CD4+ T cells,T
X121276787747565.T,B Cell,T
X121276801693556.T,CD8+ T cell,T
X121276802386804.T,T regulatory cells,T
X121276814215965.T,Effector/Memory CD4+ T cells,T
X121276814252395.T,Effector/Memory CD8+ T cells,T
X121276814517995.T,B Cell,T
X121276815001398.T,T regulatory cells,T
X121276833360180.T,CAFadi,T
X121276833676014.T,Blood Cell,T
X121319736891638.T,CD4+ T cell,T
X121319751281582.T,CD4+ T cell,T
X121319751370981.T,CD4+ T cell,T
X121319751629166.T,Exhausted CD8+ T cells,T
X121319751837916.T,Endothelial Cells,T
X121319752124781.T,Normal Fibroblast,T
X121319763860765.T,Exhausted CD8+ T cells,T
X121319763962164.T,Phagocytosis Macrophage,T
X121319764384028.T,Exhausted CD8+ T cells,T
X121319764409075.T,Normal Fibroblast,T
X121319783058781.T,Phagocytosis Macrophage,T
X121319783544622.T,Macrophage,T
X121319783558502.T,Phagocytosis Macrophage,T
X121337990208805.T,B Cell,T
X121337990564150.T,CD4+ T cell,T
X121337990728478.T,T regulatory cells,T
X121337990760301.T,CD4+ T cell,T
X121337991052574.T,Effector/Memory CD4+ T cells,T
X121338004921707.T,CD4+ T cell,T
X121338005408692.T,Natural killer cell,T
X121338005449075.T,CD4+ T cell,T
X121338017835252.T,Phagocytosis Macrophage,T
X121338018294061.T,B Cell,T
X121339870038894.T,CD8+ T cell,T
X121339884555099.T,Exhausted CD8+ T cells,T
X121339884718388.T,Macrophage,T
X121339897048307.T,Macrophage,T
X121339897301934.T,Macrophage,T
X121339915430837.T,Effector/Memory CD8+ T cells,T
X121339915488691.T,Exhausted CD8+ T cells,T
X121339915652013.T,Natural killer cell,T
X121339915679606.T,Any Cell,T
X121339916008876.T,B Cell,T
X121742656976621.T,CD8+ T cell,T
X121742657182115.T,Phagocytosis Macrophage,T
X121742657247580.T,Phagocytosis Macrophage,T
X121742671366070.T,B Cell,T
X121742671375276.T,cDC2,T
X121742671895899.T,CD8+ T cell,T
X121742684539740.T,CD8+ T cell,T
X121742702794612.T,CD8+ T cell,T
X121742702893878.T,Macrophage,T
X121742703353252.T,Effector/Memory CD8+ T cells,T
X121742703650526.T,Exhausted CD8+ T cells,T
X121812450129773.T,CD4 or CD8 T cell,T
X121812450761501.T,CD4 or CD8 T cell,T
X121812464561059.T,Effector/Memory CD8+ T cells,T
X121812464818533.T,CD4+ T cell,T
X121812464876332.T,Effector/Memory CD8+ T cells,T
X121812465141661.T,B Cell,T
X121812465183523.T,B Cell,T
X121812477135222.T,CD4+ T cell,T
X121812477242099.T,CD4 or CD8 T cell,T
X121812477926188.T,CD4 or CD8 T cell,T
X121812478019996.T,Exhausted CD8+ T cells,T
X121812496345899.T,Blood Cell,T
X121826140904307.T,Exhausted CD8+ T cells,T
X121826154798443.T,B Cell,T
X121826154858862.T,Natural killer cell,T
X121826155313891.T,Effector/Memory CD8+ T cells,T
X121826167896358.T,Effector/Memory CD8+ T cells,T
X121826186255132.T,B Cell,T
X121826186483493.T,Exhausted CD8+ T cells,T
X121826186771316.T,Macrophage,T
X121879156379046.T,Macrophage,T
X121879156386205.T,B Cell,T
X121879171100068.T,CD8+ T cell,T
X121879171614510.T,T regulatory cells,T
X121879183608549.T,CD8+ T cell,T
X121879183645036.T,Tfh/Th1 helper CD4+ T cells,T
X121879184133038.T,Cancer Associated Fibroblasts,T
X121879184164662.T,CD4 or CD8 T cell,T
X121879184172910.T,Non Blood Cell,T
X121879184193372.T,Blood Cell,T
X121879202225014.T,Phagocytosis Macrophage,T
X121879202293995.T,Exhausted CD8+ T cells,T
X121879202752924.T,CAFinfla,T
X121879203044059.T,CD8+ T cell,T
X121896067517366.T,Macrophage,T
X121896068339485.T,Macrophage,T
X121896082458421.T,Exhausted CD8+ T cells,T
X121896094846299.T,B Cell,T
X121896094881635.T,B Cell,T
X121896113989467.T,Effector/Memory CD8+ T cells,T
X121955406793005.T,CD4+ T cell,T
X121955437918638.T,CD4+ T cell,T
X121955437956382.T,Pancreatic Cancer Cell,T
X121965727108389.T,T or NK Cell,T
X121965727303412.T,B Cell,T
X121965727303515.T,Exhausted CD8+ T cells,T
X121965741305141.T,CD4 or CD8 T cell,T
X121965741493678.T,Mast cell,T
X121965741497068.T,CD4+ T cell,T
X121965741987740.T,Exhausted CD8+ T cells,T
X121965753887134.T,Macrophage,T
X122282749094812.T,Macrophage,T
X122282763536741.T,CD4+ T cell,T
X122282763742627.T,B Cell,T
X122282795547374.T,Endothelial Cells,T
X122282795714910.T,Natural killer cell,T
X122293352356075.T,CD4+ T cell,T
X122293352512435.T,Effector/Memory CD8+ T cells,T
X122293352576941.T,Macrophage,T
X122293352851699.T,Exhausted CD8+ T cells,T
X122293352876893.T,Exhausted CD8+ T cells,T
X122293367467251.T,Exhausted CD8+ T cells,T
X122293379782518.T,Tfh/Th1 helper CD4+ T cells,T
X122293398170549.T,CD4+ T cell,T
X122293398387613.T,CD8+ T cell,T
X122293398923102.T,CD4+ T cell,T
X122308384417699.T,T regulatory cells,T
X122308384708340.T,B Cell,T
X122308384962342.T,Effector/Memory CD8+ T cells,T
X122308385199915.T,CD4+ T cell,T
X122308399130486.T,B Cell,T
X122308411682091.T,Exhausted CD8+ T cells,T
X122308411938603.T,Macrophage,T
X122308412497140.T,B Cell,T
X122308430876022.T,Macrophage,T
X122308431076772.T,Blood Cell,T
X122308431374046.T,CD4+ T cell,T
X122310397705124.T,Effector/Memory CD4+ T cells,T
X122310397709035.T,Tfh/Th1 helper CD4+ T cells,T
X122310398458662.T,Phagocytosis Macrophage,T
X122310412945628.T,Macrophage,T
X122310413182691.T,Macrophage,T
X122310425004468.T,Exhausted CD8+ T cells,T
X122310444050292.T,CD4+ T cell,T
